Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,41460,4120,157 stars today,danielmiessler; ksylvan; github-actions; eugeis; xssdoctor
2,gravitational/teleport,https://github.com/gravitational/teleport,"The easiest, and most secure way to access and protect all of your infrastructure.",Go,20224,2054,5 stars today,klizhentas; kontsevoy; zmb3; rosstimothy; ptgott
3,chaitin/SafeLine,https://github.com/chaitin/SafeLine,SafeLine is a self-hosted WAF(Web Application Firewall) / reverse proxy to protect your web apps from attacks and exploits.,Go,21177,1378,31 stars today,xbingW; delong8; zclaiqcc; safe1ine
4,Ed1s0nZ/CyberStrikeAI,https://github.com/Ed1s0nZ/CyberStrikeAI,"CyberStrikeAI is an AI-native security testing platform built in Go. It integrates 100+ security tools, an intelligent orchestration engine, role-based testing with predefined security roles, a skills system with specialized testing skills, and comprehensive lifecycle management capabilities.",Go,3628,611,65 stars today,Ed1s0nZ; donnel666; claude; chhs1129; huajinping
5,fsnotify/fsnotify,https://github.com/fsnotify/fsnotify,Cross-platform filesystem notifications for Go.,Go,10647,966,6 stars today,nathany; howeyc; arp242; PieterD; mattn
6,kittors/CliRelay,https://github.com/kittors/CliRelay,"Wrap Gemini CLI, Antigravity, ChatGPT Codex, Claude Code, Qwen Code, iFlow as an OpenAI/Gemini/Claude/Codex compatible API service, allowing you to enjoy the free Gemini 2.5 Pro, GPT 5, Claude, Qwen model through API",Go,589,48,40 stars today,luispater; hkfires; kittors; ben-vargas; soilSpoon
7,evcc-io/evcc,https://github.com/evcc-io/evcc,solar charging ☀️🚘,Go,6529,1303,8 stars today,andig; naltatis; premultiply; weblate; DerAndereAndi
8,obot-platform/obot,https://github.com/obot-platform/obot,"Complete MCP Platform -- Hosting, Registry, Gateway, and Chat Client",Go,751,160,7 stars today,thedadams; ivyjeong13; ibuildthecloud; g-linville; ryanhopperlowe
9,qdm12/gluetun,https://github.com/qdm12/gluetun,"VPN client in a thin Docker container for multiple VPN providers, written in Go, and using OpenVPN or Wireguard, DNS over TLS, with a few proxy servers built-in.",Go,14051,573,18 stars today,qdm12; dependabot; wolph; gdlx; janaz
10,vxcontrol/pentagi,https://github.com/vxcontrol/pentagi,Fully autonomous AI Agents system capable of performing complex penetration testing tasks,Go,16350,2226,64 stars today,asdek; mason5052; sirozha; dependabot; hhktony
11,open-telemetry/opentelemetry-go,https://github.com/open-telemetry/opentelemetry-go,OpenTelemetry Go API and SDK,Go,6372,1327,2 stars today,MrAlias; renovate; pellared; dependabot; dmathieu
12,schollz/croc,https://github.com/schollz/croc,Easily and securely send things from one computer to another 🐊 📦,Go,34888,1377,41 stars today,schollz; TheQueasle; dependabot; stefins; jolheiser
13,woodpecker-ci/woodpecker,https://github.com/woodpecker-ci/woodpecker,"Woodpecker is a simple, yet powerful CI/CD engine with great extensibility.",Go,6941,557,15 stars today,bradrydzewski; renovate; 6543; qwerty287; anbraten
14,dlvhdr/gh-dash,https://github.com/dlvhdr/gh-dash,A rich terminal UI for GitHub that doesn't break your flow.,Go,11542,383,25 stars today,dlvhdr; sideshowbarker; robdimsdale; kyu08; alcpereira
15,oapi-codegen/oapi-codegen,https://github.com/oapi-codegen/oapi-codegen,Generate Go client and server boilerplate from OpenAPI 3 specifications,Go,8283,1031,11 stars today,jamietanna; mromaszewicz; renovate; dependabot; claude
16,kubescape/kubescape,https://github.com/kubescape/kubescape,"Kubescape is an open-source Kubernetes security platform for your IDE, CI/CD pipelines, and clusters. It includes risk analysis, security, compliance, and misconfiguration scanning, saving Kubernetes users and administrators precious time, effort, and resources.",Go,11351,916,7 stars today,matthyx; Daniel-GrunbergerCA; slashben; vladklokun; YiscahLevySilas1
17,restic/restic,https://github.com/restic/restic,"Fast, secure, efficient backup program",Go,33363,1745,8 stars today,fd0; MichaelEischer; rawtaz; dependabot; greatroar
18,lxc/incus,https://github.com/lxc/incus,Powerful system container and virtual machine manager,Go,5290,430,8 stars today,stgraber; tomponline; freeekanayaka; monstermunchkin; hallyn
19,kserve/kserve,https://github.com/kserve/kserve,"Standardized Distributed Generative and Predictive AI Inference Platform for Scalable, Multi-Framework Deployment on Kubernetes",Go,5413,1458,4 stars today,yuzisun; sivanantha321; Jooho; andyi2it; bartoszmajsak
