Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,dorianborian/sesame-robot,https://github.com/dorianborian/sesame-robot,An open and affordable mini quadruped robot based on ESP32.,C,3329,452,86 stars today,dorianborian; shariqnaiyer; one-for-all; vido89; maximeconnolly
2,libsdl-org/SDL,https://github.com/libsdl-org/SDL,Simple DirectMedia Layer,C,16039,2844,10 stars today,slouken; icculus; sezero; madebr; SDLWikiBot
3,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30416,11361,8 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
4,reactos/reactos,https://github.com/reactos/reactos,A free Windows-compatible Operating System,C,17746,2145,10 stars today,AmineKhaldi; tkreuzer; EricKohl; HBelusca; ThFabba
5,openwall/john,https://github.com/openwall/john,"John the Ripper jumbo - advanced offline password cracker, which supports hundreds of hash and cipher types, and runs on many operating systems, CPUs, GPUs, and even some FPGAs",C,13339,2515,9 stars today,magnumripper; jfoug; solardiz; kholia; sayan1an
6,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,42312,7265,14 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
7,eclipse-mosquitto/mosquitto,https://github.com/eclipse-mosquitto/mosquitto,Eclipse Mosquitto - An open source MQTT broker,C,11031,2622,1 star today,ralight; keptt; karlp; NorbertHeusser; PierreF
8,libretro/RetroArch,https://github.com/libretro/RetroArch,"Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3.",C,13312,2142,2 stars today,inactive123; Themaister; LibretroAdmin; andres-asm
9,sandboxie-plus/Sandboxie,https://github.com/sandboxie-plus/Sandboxie,Sandboxie Plus & Classic,C,18819,2019,26 stars today,DavidXanatos; isaak654; github-actions; offhub; love-code-yeyixiao
10,Encryqed/Dumper-7,https://github.com/Encryqed/Dumper-7,Unreal Engine SDK Generator,C,2051,470,2 stars today,Fischsalat; igromanru; Encryqed; lobotomy-x; NotOfficer
11,hashcat/hashcat,https://github.com/hashcat/hashcat,World's fastest and most advanced password recovery utility,C,26284,3486,17 stars today,jsteube; matrix; philsmd; hashcat-bot; neheb
12,ps2homebrew/Open-PS2-Loader,https://github.com/ps2homebrew/Open-PS2-Loader,Game and app loader for Sony PlayStation 2,C,2948,400,4 stars today,jimmikaelkael; sp193; uyjulian; rickgaiser; KrahJohlito
13,flipperdevices/flipperzero-firmware,https://github.com/flipperdevices/flipperzero-firmware,Flipper Zero firmware source code,C,16270,3401,12 stars today,skotopes; hedger; DrZlo13; gornekich; glitchcore
14,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,18108,1508,18 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
15,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,136048,8202,43 stars today,crutkas; bao-qian; qianlifeng; jaimecbernardo; niels9001
16,xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,ehviewer，用爱发电，快乐前行,C,25131,661,40 stars today,xiaojieonly; UjuiUjuMandan; wyapx; zhao-ng327; eithwa
17,raysan5/raylib,https://github.com/raysan5/raylib,A simple and easy-to-use library to enjoy videogames programming,C,33733,3182,17 stars today,raysan5; a3f; github-actions; JeffM2501; victorfisac
18,espressif/esp-idf,https://github.com/espressif/esp-idf,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,C,18482,8373,5 stars today,igrr; projectgus; jack0c; suda-morris; mahavirj
19,meshcore-dev/MeshCore,https://github.com/meshcore-dev/MeshCore,"A new lightweight, hybrid routing mesh protocol for packet radios",C,3194,1083,8 stars today,ripplebiz; liamcottle; fdlamotte; recrof; oltaco
20,pymumu/smartdns,https://github.com/pymumu/smartdns,"A local DNS server to obtain the fastest website IP for the best Internet experience, support DoT, DoH, DoQ. 一个本地DNS服务器，获取最快的网站IP，获得最佳上网体验，支持DoH，DoT，DoQ。",C,10985,1232,12 stars today,pymumu; PikuZheng; xianren78; Aukansh; felixonmars
21,systemd/systemd,https://github.com/systemd/systemd,The systemd System and Service Manager,C,16465,4574,6 stars today,poettering; yuwata; keszybz; bluca; daandemeyer
