Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,8370,637,"1,058 stars today",DeusData; claude; shanemccarron-maker; dependabot; dLo999
2,rxi/microui,https://github.com/rxi/microui,A tiny immediate-mode UI library,C,6373,386,27 stars today,rxi; prideout; GregEremeev; nsauzede
3,libuv/libuv,https://github.com/libuv/libuv,Cross-platform asynchronous I/O,C,26931,3886,8 stars today,bnoordhuis; piscisaureus; saghul; ry; cjihrig
4,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,4271,1558,3 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
5,netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",Go,79319,6487,12 stars today,ktsaou; netdatabot; ilyam8; Ferroin; stelfrag
6,nothings/stb,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++,C,34013,8061,11 stars today,nothings; rygorous; BSVino; ocornut; rwhitworth
7,taosdata/TDengine,https://github.com/taosdata/TDengine,"High-performance, scalable time-series database designed for Industrial IoT (IIoT) scenarios",C,24917,4999,4 stars today,guanshengliang; hjxilinx; hzcheng; dapan1121; yihaoDeng
8,littlefs-project/littlefs,https://github.com/littlefs-project/littlefs,A little fail-safe filesystem designed for microcontrollers,C,6737,993,23 stars today,geky; BrianPugh; yamt; sipkev; aldot
9,yugabyte/yugabyte-db,https://github.com/yugabyte/yugabyte-db,YugabyteDB - the cloud native distributed SQL database for mission-critical applications.,C,10365,1274,4 stars today,ddhodge; spolitov; aishwarya24; mbautin; jaki
10,redis/hiredis,https://github.com/redis/hiredis,Minimalistic C client for Redis >= 1.2,C,6659,1849,2 stars today,pietern; michael-grunder; badboy; bjosv; mnunberg
11,getsentry/sentry-native,https://github.com/getsentry/sentry-native,"Sentry SDK for C, C++ and native applications.",C,551,208,1 star today,Swatinem; supervacuus; jpnurmi; mitsuhiko; claude
12,Cisco-Talos/clamav,https://github.com/Cisco-Talos/clamav,ClamAV - Documentation is here: https://docs.clamav.net,C,6845,879,19 stars today,val-ms; Emzi-Noxum; TheRaynMan; recvfrom; steve-morgan
13,facebook/zstd,https://github.com/facebook/zstd,Zstandard - Fast real-time compression algorithm,C,27265,2513,5 stars today,Cyan4973; terrelln; inikep; felixhandte; stellamplau
14,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6716,2908,2 stars today,gilles-peskine-arm; mpg; ronald-cron-arm; daverodgman; valeriosetti
15,lvgl/lvgl,https://github.com/lvgl/lvgl,"Embedded graphics library to create beautiful UIs for any MCU, MPU and display type.",C,23862,4217,8 stars today,kisvegabor; embeddedt; FASTSHIFT; github-actions; AndreCostaaa
16,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,42164,7241,9 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
17,pgvector/pgvector,https://github.com/pgvector/pgvector,Open-source vector similarity search for Postgres,C,21832,1217,12 stars today,ankane; hlinnaka; jkatz; lychen0618; binarycleric
18,microsoft/mimalloc,https://github.com/microsoft/mimalloc,mimalloc is a compact general purpose allocator with excellent performance.,C,13106,1126,8 stars today,daanx; devnexen; jserv; res2k; asl
19,rusefi/rusefi,https://github.com/rusefi/rusefi,rusefi - GPL internal combustion engine control unit,C,1088,387,2 stars today,rusefillc; actions-user; mck1117; dron0gus; FDSoftware
20,Perfare/Zygisk-Il2CppDumper,https://github.com/Perfare/Zygisk-Il2CppDumper,Using Zygisk to dump il2cpp data at runtime,C,3193,10430,2 stars today,Perfare; taozhiyu; 5k1l
