Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,nginx/nginx,https://github.com/nginx/nginx,The official NGINX Open Source repository.,C,31246,8191,96 stars today,mdounin; arut; vl-homutov; VBart; pluknet
2,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,136296,8351,130 stars today,crutkas; bao-qian; qianlifeng; jaimecbernardo; niels9001
3,apache/httpd,https://github.com/apache/httpd,Mirror of Apache HTTP Server. Issues: http://issues.apache.org,C,4122,1409,91 stars today,wrowe; trawick; rbowen; notroj; jimjag
4,signalwire/freeswitch,https://github.com/signalwire/freeswitch,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device.",C,4993,1802,3 stars today,anthmFS; mjerris; briankwest; andywolk; seven1240
5,iovisor/bcc,https://github.com/iovisor/bcc,"BCC - Tools for BPF-based Linux IO analysis, networking, monitoring, and more",C,22532,4072,12 stars today,yonghong-song; 4ast; drzaeus77; brendangregg; palmtenor
6,obsproject/obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,73787,9425,23 stars today,jp9000; jpark37; derrod; PatTheMav; RytoEX
7,fluent/fluent-bit,https://github.com/fluent/fluent-bit,"Fast and Lightweight Logs, Metrics and Traces processor for Linux, BSD, OSX and Windows",C,7968,1939,0 stars today,edsiper; cosmo0920; nokute78; pwhelan; leonardo-albertovich
8,unicorn-engine/unicorn,https://github.com/unicorn-engine/unicorn,"Unicorn CPU emulator framework (ARM, AArch64, M68K, Mips, Sparc, PowerPC, RiscV, S390x, TriCore, X86)",C,9144,1511,2 stars today,aquynh; wtdcode; cseagle; ZakDanger; lunixbochs
9,WeebLabs/DSPi,https://github.com/WeebLabs/DSPi,A fully featured audio DSP firmware for the Raspberry Pi Pico (RP2040) and Pico 2 (RP2350). Official Discord: https://discord.gg/RCyqxAQ5xS,C,1101,61,7 stars today,WeebLabs; claude; jrosser; kizzard
10,duixcom/Duix-Avatar,https://github.com/duixcom/Duix-Avatar,🚀 Truly open-source AI avatar(digital human) toolkit for offline video generation and digital human cloning.,C,13935,2301,31 stars today,whl88; suifeng9203; haol666; flyingflyfly; Samge0
11,ThrowTheSwitch/Unity,https://github.com/ThrowTheSwitch/Unity,Simple unit testing for C,C,5297,1122,2 stars today,mvandervoord; jsalling; farrrb; jlindgren90; dreamer-coding
12,sonic-net/sonic-buildimage,https://github.com/sonic-net/sonic-buildimage,Scripts which perform an installable binary image build for SONiC,C,997,1884,1 star today,mssonicbld; lguohan; jleveque; qiluo-msft; saiarcot895
13,nrfconnect/sdk-nrf,https://github.com/nrfconnect/sdk-nrf,nRF Connect SDK main repository,C,1371,1550,1 star today,MarekPieta; NordicBuilder; krish2718; nordic-piks; nordicjm
14,git/git,https://github.com/git/git,Git Source Code Mirror - This is a publish-only repository but pull requests can be turned into patches to the mailing list via GitGitGadget (https://gitgitgadget.github.io/). Please follow Documentation/SubmittingPatches procedure for any of your improvements.,C,61960,28121,30 stars today,gitster; peff; dscho; pks-t; avar
15,ImageMagick/ImageMagick,https://github.com/ImageMagick/ImageMagick,"ImageMagick is a free, open-source software suite for creating, editing, converting, and displaying images. It supports 200+ formats and offers powerful command-line tools and APIs for automation, scripting, and integration across platforms.",C,16926,1616,9 stars today,dlemstra; glennrp; dependabot; reaperhulk; urban-warrior
16,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,29738,2364,544 stars today,DeusData; shanemccarron-maker; claude; dependabot; mvanhorn
17,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,4337,1569,6 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
18,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,18158,1526,12 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
19,php/php-src,https://github.com/php/php-src,The PHP Interpreter,C,40226,8115,6 stars today,dstogov; nikic; weltling; cmb69; laruence
20,asterisk/asterisk,https://github.com/asterisk/asterisk,The official Asterisk Project repository.,C,3365,1271,6 stars today,jcolp; russellb; tilghman; rmudgett9125; gtjoseph
21,NVIDIA/open-gpu-kernel-modules,https://github.com/NVIDIA/open-gpu-kernel-modules,NVIDIA Linux open GPU kernel module source,C,17146,1756,3 stars today,niv; aritger; mmaneetsingh; misyltoad; gauravjuvekar
