Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,JustVugg/colibri,https://github.com/JustVugg/colibri,"Run frontier MoE models on hardware you already own — pure C, zero deps, experts streamed from disk. Tiny engine, immense model. 🐦",C,35806,3762,873 stars today,JustVugg; claude; ZacharyZcR; monotophic; steve-m
2,luka-dev/mib2q-carplay-rgi,https://github.com/luka-dev/mib2q-carplay-rgi,Implementation of Route Guidance from CarPlay for MHI2Q,C,151,24,9 stars today,luka-dev; claude
3,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,16557,9989,15 stars today,nashif; jukkar; galak; kartben; gmarull
4,lvgl/lvgl,https://github.com/lvgl/lvgl,"LVGL is a free, full-featured embedded UI library for devices from small MCUs to 3D-capable MPUs, enhanced by LVGL Pro, a professional editor and tooling.",C,24711,4362,14 stars today,kisvegabor; embeddedt; AndreCostaaa; FASTSHIFT; github-actions
5,SlickAmogus/silent-hill-decomp,https://github.com/SlickAmogus/silent-hill-decomp,Multiplatform and Feature-rich Port based on PSX decompilation of Silent Hill 1 made with Claude and Psycross. Still in beta and is in active development.,C,550,32,14 stars today,KushAstronaut; claude; SlickAmogus
6,stackia/rtp2httpd,https://github.com/stackia/rtp2httpd,"Multicast RTP/RTSP to Unicast HTTP stream converter, with built-in web player, status dashboard, fast channel change support, and more!",C,2083,322,12 stars today,stackia; claude; github-actions; cursoragent; laozhoubuluo
7,openssl/openssl,https://github.com/openssl/openssl,General purpose TLS and crypto library,C,30793,11466,5 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
8,NLnetLabs/unbound,https://github.com/NLnetLabs/unbound,"Unbound is a validating, recursive, and caching DNS resolver.",C,4908,453,14 stars today,wcawijngaards; gthess; ralphdolmans; wtoorop; Philip-NLnetLabs
9,madler/zlib,https://github.com/madler/zlib,A massively spiffy yet delicately unobtrusive compression library.,C,7090,2854,4 stars today,madler; nmoinvaz; Chi-Iroh; DimitriPapadopoulos; Vollstrecker
10,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,"Pre-indexed code knowledge graph, auto syncs on code changes, for Claude Code, Codex, Gemini, Cursor, OpenCode, AntiGravity, Kiro, CoPilot, and Hermes Agent — fewer tokens, fewer tool calls, 100% local",C,71345,4581,171 stars today,colbymchenry; claude; github-actions; omonien; maxmilian
11,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,43702,3556,139 stars today,DeusData; claude; shanemccarron-maker; dependabot; CaptainMittens
12,semgrep/semgrep,https://github.com/semgrep/semgrep,Lightweight static analysis for many languages. Find bug variants with patterns that look like source code.,C,16684,1058,15 stars today,aryx; IagoAbal; brendongo; nmote; semgrep-ci
13,asmvik/yabai,https://github.com/asmvik/yabai,A tiling window manager for macOS based on binary space partitioning,C,29625,757,7 stars today,asmvik; dominiklohmann; tbiehn; tsujp; meseck
14,nanopb/nanopb,https://github.com/nanopb/nanopb,Protocol Buffers with small code size,C,5566,1039,1 star today,PetteriAimonen; kylemanna; oliverlee; joshstrohminger; theunkn0wn1
15,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,138799,8581,78 stars today,crutkas; bao-qian; niels9001; qianlifeng; jaimecbernardo
16,raysan5/raylib,https://github.com/raysan5/raylib,A simple and easy-to-use library to enjoy videogames programming,C,34776,3296,19 stars today,raysan5; a3f; github-actions; JeffM2501; victorfisac
17,libuv/libuv,https://github.com/libuv/libuv,Cross-platform asynchronous I/O,C,27176,3931,4 stars today,bnoordhuis; piscisaureus; saghul; ry; cjihrig
18,fluent/fluent-bit,https://github.com/fluent/fluent-bit,"Fast and Lightweight Logs, Metrics and Traces processor for Linux, BSD, OSX and Windows",C,8113,1998,4 stars today,edsiper; cosmo0920; nokute78; pwhelan; leonardo-albertovich
19,foobnix/LibreraReader,https://github.com/foobnix/LibreraReader,Book Reader for Android,C,4813,444,11 stars today,foobnix; venoom90; mackeev; rockmax001; stanumarov
20,esnet/iperf,https://github.com/esnet/iperf,"iperf3: A TCP, UDP, and SCTP network bandwidth measurement tool",C,8767,1452,3 stars today,bmah888; jdugan1024; bltierney; davidBar-On; swlars
