Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,microsoft/mimalloc,https://github.com/microsoft/mimalloc,mimalloc is a compact general purpose allocator with excellent performance.,C,12986,1110,19 stars today,daanx; devnexen; jserv; res2k; asl
2,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,17675,1438,12 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
3,vysheng/tg,https://github.com/vysheng/tg,telegram-cli,C,7046,1732,4 stars today,Surye; vysheng; stillru; lwhsu; czarkoff
4,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 155 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,2720,290,35 stars today,DeusData; claude; shanemccarron-maker; dependabot; dLo999
5,openwrt/openwrt,https://github.com/openwrt/openwrt,This repository is a mirror of https://git.openwrt.org/openwrt/openwrt.git It is for reference only and is not active for check-ins. We will continue to accept Pull Requests here. They will be merged via staging trees then into openwrt.git.,C,27006,12438,12 stars today,juhosg; ffainelli; nbd168; hauke; jow-
6,immortalwrt/immortalwrt,https://github.com/immortalwrt/immortalwrt,An opensource OpenWrt variant for mainland China users.,C,10839,3564,10 stars today,juhosg; 1715173329; ffainelli; nbd168; hauke
7,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,42024,7216,14 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
8,qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,Open-source keyboard firmware for Atmel AVR and Arm USB families,C,20396,43910,3 stars today,fauxpark; qmk-bot; drashna; noroadsleft; zvecr
9,nothings/stb,https://github.com/nothings/stb,stb single-file public domain libraries for C/C++,C,33758,8061,21 stars today,nothings; rygorous; BSVino; ocornut; rwhitworth
10,mit-pdos/xv6-riscv,https://github.com/mit-pdos/xv6-riscv,Xv6 for RISC-V,C,9813,4002,6 stars today,kaashoek; zeldovich; segfauIt; 4ge32; anishathalye
11,pbatard/rufus,https://github.com/pbatard/rufus,The Reliable USB Formatting Utility,C,36189,3060,17 stars today,pbatard; bovirus; ThiloL; MehmetaliKuran; Sopor
12,flipperdevices/flipperzero-firmware,https://github.com/flipperdevices/flipperzero-firmware,Flipper Zero firmware source code,C,16058,3363,6 stars today,skotopes; hedger; DrZlo13; gornekich; glitchcore
13,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,142394,13133,76 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
14,moonlight-stream/moonlight-android,https://github.com/moonlight-stream/moonlight-android,GameStream client for Android,C,6641,1231,8 stars today,cgutman; yetanothername; Kaitul; jorys-paulin; dwaxemberg
15,FRRouting/frr,https://github.com/FRRouting/frr,The FRRouting Protocol Suite,C,4143,1516,1 star today,donaldsharp; ton31337; eqvinox; qlyoung; riw777
16,zmkfirmware/zmk,https://github.com/zmkfirmware/zmk,ZMK Firmware Repository,C,4071,3953,1 star today,petejohanson; caksoylar; innovaker; Nicell; joelspadin
17,EchoStretch/kstuff-lite,https://github.com/EchoStretch/kstuff-lite,Pas de description,C,122,12,10 stars today,EchoStretch; drakmor; ItsAllAboutTheCode; sunnyqeen
18,capstone-engine/capstone,https://github.com/capstone-engine/capstone,"Capstone disassembly/disassembler framework for ARM, ARM64 (ARMv8), Alpha, BPF, Ethereum VM, HPPA, LoongArch, M68K, M680X, Mips, MOS65XX, PPC, RISC-V(rv32G/rv64G), SH, Sparc, SystemZ, TMS320C64X, TriCore, Webassembly, XCore and X86.",C,8742,1679,3 stars today,aquynh; kabeor; b1llow; Rot127; catenacyber
19,nanopb/nanopb,https://github.com/nanopb/nanopb,Protocol Buffers with small code size,C,5402,1021,3 stars today,PetteriAimonen; kylemanna; oliverlee; joshstrohminger; theunkn0wn1
