Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,ClassicOldSong/Apollo,https://github.com/ClassicOldSong/Apollo,Sunshine fork - The easiest way to stream with the native resolution of your client device,C++,10817,428,14 stars today,ReenigneArcher; cgutman; ClassicOldSong; dependabot; loki-47-6F-64
2,imputnet/helium,https://github.com/imputnet/helium,"Private, fast, and honest web browser",C++,20401,565,54 stars today,wukko; dumbmoron; Ahrotahn; networkException; zemiakx
3,mamedev/mame,https://github.com/mamedev/mame,MAME,C++,10462,2507,4 stars today,happppp; ajrhacker; angelosa; cuavas; rb6502
4,vcmi/vcmi,https://github.com/vcmi/vcmi,Open-source engine for Heroes of Might and Magic III,C++,5838,679,3 stars today,IvanSavenko; Laserlicht; alexvins; Nordsoft91; mwu-tow
5,stenzek/duckstation,https://github.com/stenzek/duckstation,Fast PlayStation 1 emulator for x86-64/AArch32/AArch64/RV64,C++,10645,963,6 stars today,stenzek; andercard0; Pesa; zkdpower; ggrtk
6,justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32,C++,12252,1457,16 stars today,justcallmekoko; H4W9; bmorcelli; trisp3ar; evilpete
7,NVIDIA/cutlass,https://github.com/NVIDIA/cutlass,CUDA Templates and Python DSLs for High-Performance Linear Algebra,C++,10400,2071,11 stars today,hwu36; kerrmudgeon; Junkai-Wu; fengxie; ANIKET-SHIVAM
8,juce-framework/JUCE,https://github.com/juce-framework/JUCE,"JUCE is an open-source cross-platform C++ application framework for desktop and mobile applications, including VST, VST3, AU, AUv3, LV2 and AAX audio plug-ins.",C++,8878,2173,5 stars today,reuk; ed95; julianstorer; hogliux; tpoole
9,LizardByte/Sunshine,https://github.com/LizardByte/Sunshine,Self-hosted game stream host for Moonlight.,C++,40992,2095,44 stars today,ReenigneArcher; dependabot; cgutman; LizardByte-bot; renovate
10,official-stockfish/Stockfish,https://github.com/official-stockfish/Stockfish,A free and strong UCI chess engine,C++,16528,3003,17 stars today,mcostalba; vondele; FauziAkram; snicolet; Vizvezdenec
11,google/flatbuffers,https://github.com/google/flatbuffers,FlatBuffers: Memory Efficient Serialization Library,C++,26446,3648,5 stars today,dbaileychess; aardappel; vglavnyy; rw; mustiikhalil
12,lemonade-sdk/lemonade,https://github.com/lemonade-sdk/lemonade,Lemonade helps users discover and run local AI apps by serving optimized LLMs right from their own GPUs and NPUs. Join our discord: https://discord.gg/5xXzkMu8Zk,C++,5655,491,14 stars today,jeremyfowers; claude; fl0rianr; superm1; ramkrishna2910
13,LMMS/lmms,https://github.com/LMMS/lmms,Cross-platform music production software,C++,10342,1246,7 stars today,tobydox; diizy; tresf; lukas-w; PhysSong
14,RPCS3/rpcs3,https://github.com/RPCS3/rpcs3,PlayStation 3 emulator and debugger,C++,19681,2426,17 stars today,Megamouse; kd-11; elad335; vlj; RipleyTom
15,zen-browser/desktop,https://github.com/zen-browser/desktop,Welcome to a calmer internet,C++,44324,1739,31 stars today,mr-cheffy; Slowlife01; kristijanribaric; octaviusz; BrhmDev
16,LibreSprite/LibreSprite,https://github.com/LibreSprite/LibreSprite,Animated sprite editor & pixel art tool -- Fork of the last GPLv2 commit of Aseprite,C++,8357,559,7 stars today,dacap; felipemanga; maujin111; Zughy; rautesamtr
17,doitsujin/dxvk,https://github.com/doitsujin/dxvk,"Vulkan-based implementation of D3D8, 9, 10 and 11 for Linux / Wine",C++,18026,1231,14 stars today,doitsujin; misyltoad; K0bin; WinterSnowfall; Blisto91
