Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,agent-substrate/substrate,https://github.com/agent-substrate/substrate,Agent Substrate: the core system,Go,1399,252,22 stars today,BenTheElder; juli4n; HavenXia; thockin; mesutoezdil
2,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,Go,99643,5770,258 stars today,JuliusBrussee; claude; github-actions; sebastianbreguel; vraj00222
3,coredns/coredns,https://github.com/coredns/coredns,CoreDNS is a DNS server that chains plugins,Go,14256,2515,2 stars today,miekg; dependabot; yongtang; chrisohaver; dependabot-preview
4,golangci/golangci-lint,https://github.com/golangci/golangci-lint,Fast linters runner for Go,Go,19285,1617,9 stars today,ldez; dependabot; jirfag; alexandear; golangci-releaser
5,Gentleman-Programming/gentle-ai,https://github.com/Gentleman-Programming/gentle-ai,Pas de description,Go,5838,682,30 stars today,Alan-TheGentleman; dnlrsls; Matere413; tonyblu331; ardelperal
6,avelino/awesome-go,https://github.com/avelino/awesome-go,"A curated list of awesome Go frameworks, libraries and software",Go,181722,13504,155 stars today,avelino; mholt; kirillDanshin; dmitshur; kazhuravlev
7,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API 一站式开源中转服务，让 Claude、Openai 、Gemini、Grok订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,37836,7821,153 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; wucm667
8,hashicorp/terraform,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,49496,10611,11 stars today,jbardin; mitchellh; apparentlymart; stack72; catsby
9,pulumi/pulumi,https://github.com/pulumi/pulumi,Pulumi - Infrastructure as Code in any programming language 🚀,Go,25593,1418,6 stars today,Frassle; joeduffy; bors; tgummerer; iwahbe
10,zzet/gortex,https://github.com/zzet/gortex,"High-performance code-intelligence engine for AI agents and IDE, supports 257 languages, multi repositories, based on graph, with access via CLI, MCP Server, and API. AI coding agents teammate - expose only needed information, cutting token usage up to 50x. 100% local. Discord: https://discord.gg/39MFHu3J5d",Go,1385,127,144 stars today,zzet; pbednarcik; tiendungdev; claude; dependabot
11,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,20974,1510,124 stars today,lizhengfeng101; chethanuk; stay-foolish-forever; wu21-web; claude
12,QuantumNous/new-api,https://github.com/QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management. 🍥",Go,45753,10849,132 stars today,Calcium-Ion; seefs001; t0ng7u; songquanpeng
13,mikefarah/yq,https://github.com/mikefarah/yq,"yq is a portable command-line YAML, JSON, XML, CSV, TOML, HCL and properties processor",Go,15866,823,4 stars today,mikefarah; dependabot; kenjones-cisco; stevenwdv; Copilot
14,autonomous-ai/autonomous-os,https://github.com/autonomous-ai/autonomous-os,The open-source operating system for robots — install it and your robot comes alive,Python,141,17,29 stars today,leo-super-dev; deehw; darren101004; claude; jolhada
15,google/sam,https://github.com/google/sam,SAM Sovereign Agent Mesh,Go,349,39,61 stars today,aojea; dependabot; kaisoz; gemini-code-assist; fedebongio
16,entireio/cli,https://github.com/entireio/cli,"📜 Entire CLI hooks into your Git workflow to capture AI agent sessions as you work. Sessions are indexed alongside commits, creating a searchable record of how code was written in your repo.",Go,4978,390,6 stars today,claude; Soph; pfleidi; gtrrz-victor; peyton-alt
17,shadow1ng/fscan,https://github.com/shadow1ng/fscan,"一款内网综合扫描工具，方便一键自动化、全方位漏扫扫描。(An intranet comprehensive scanning tool, enabling one-click automated, all-round vulnerability scanning)",Go,14410,1936,23 stars today,ZacharyZcR; shadow1ng; tongque0; dksslq; madneal
18,google/osv-scanner,https://github.com/google/osv-scanner,Vulnerability scanner written in Go which uses the data provided by https://osv.dev,Go,10886,769,4 stars today,another-rex; G-Rath; renovate-bot; cuixq; osv-robot
19,stretchr/testify,https://github.com/stretchr/testify,A toolkit with common assertions and mocks that plays nicely with the standard library,Go,26171,1914,6 stars today,ernesto-jimenez; dolmen; brackendawson; tylerstillwater; boyan-soubachov
20,rhysd/actionlint,https://github.com/rhysd/actionlint,Static checker for GitHub Actions workflow files,Go,4153,259,3 stars today,rhysd; github-actions; muzimuzhi; dependabot; shogo82148
21,kagent-dev/kagent,https://github.com/kagent-dev/kagent,Cloud Native Agentic AI | Discord: https://bit.ly/kagentdiscord,Go,3550,715,6 stars today,EItanya; peterj; dependabot; ilackarms; supreme-gg-gg
22,kubernetes-sigs/karpenter,https://github.com/kubernetes-sigs/karpenter,"Karpenter is a Kubernetes Node Autoscaler built for flexibility, performance, and simplicity.",Go,2107,552,2 stars today,jonathan-innis; dependabot; engedaam; njtran; jmdeal
