Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,opencv/opencv,https://github.com/opencv/opencv,Open Source Computer Vision Library,C++,88709,56628,102 stars today,alalek; asmorkalov; vpisarev; mshabunin; ilya-lavrenov
2,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,115835,19391,184 stars today,ggerganov; ngxson; slaren; CISC; JohannesGaessler
3,facebookresearch/faiss,https://github.com/facebookresearch/faiss,A library for efficient similarity search and clustering of dense vectors.,C++,40244,4417,14 stars today,facebook-github-bot; mdouze; meta-codesync; algoriddle; beauby
4,mavlink/qgroundcontrol,https://github.com/mavlink/qgroundcontrol,"Cross-platform ground control station for drones (Android, iOS, Mac OS, Linux, Windows)",C++,4656,4844,6 stars today,DonLakeFlyer; LorenzMeier; dogmaphobic; PX4BuildBot; HTRamsey
5,luau-lang/luau,https://github.com/luau-lang/luau,"A small, fast, and embeddable programming language based on Lua with a gradual type system.",C++,5606,590,5 stars today,zeux; vegorov-rbx; andyfriesen; Vighnesh-V; aatxe
6,opencv/opencv_contrib,https://github.com/opencv/opencv_contrib,Repository for OpenCV's extra modules,C++,10109,5946,4 stars today,alalek; vpisarev; asmorkalov; Auron-X; mshabunin
7,google/or-tools,https://github.com/google/or-tools,Google's Operations Research tools:,C++,13604,2408,8 stars today,lperron; Mizux; sgatto; furnon; gchatelet
8,ml-explore/mlx,https://github.com/ml-explore/mlx,MLX: An array framework for Apple silicon,C++,26774,1867,86 stars today,angeloskath; zcbenz; jagrit06; barronalex; awni
9,MAZHARMIK/Interview_DS_Algo,https://github.com/MAZHARMIK/Interview_DS_Algo,Super Repository for Coding Interview Preperation,C++,4305,1929,47 stars today,MAZHARMIK; MAZHAR-TOKOPEDIA
10,niedev/RTranslator,https://github.com/niedev/RTranslator,Open source real-time translation app for Android that runs locally,C++,10114,930,7 stars today,niedev; LucaMartino97; JingziC; Replica0110; starlightjy
11,gabime/spdlog,https://github.com/gabime/spdlog,Fast C++ logging library.,C++,28879,5164,9 stars today,gabime; Gabi120; sylveon; DanielChabrowski; mguludag
12,k2-fsa/sherpa-onnx,https://github.com/k2-fsa/sherpa-onnx,"Speech-to-text, text-to-speech, speaker diarization, speech enhancement, source separation, and VAD using next-gen Kaldi with onnxruntime without Internet connection. Support embedded systems, Android, iOS, HarmonyOS, Raspberry Pi, RISC-V, RK NPU, Axera NPU, Ascend NPU, x86_64 servers, websocket server/client, support 12 programming languages",C++,12878,1471,30 stars today,csukuangfj; pkufool; Wasser1462; ZhaoChaoqun; pingfengluo
13,EsotericSoftware/spine-runtimes,https://github.com/EsotericSoftware/spine-runtimes,2D skeletal animation runtimes for Spine.,C++,5150,3103,6 stars today,badlogic; NathanSweet; HaraldCsaszar; pharan; davidetan
14,dmlc/xgboost,https://github.com/dmlc/xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",C++,28457,8877,5 stars today,trivialfis; tqchen; hcho3; pommedeterresautee; hetong007
15,justcallmekoko/ESP32Marauder,https://github.com/justcallmekoko/ESP32Marauder,A suite of WiFi/Bluetooth offensive and defensive tools for the ESP32,C++,11087,1281,10 stars today,justcallmekoko; H4W9; bmorcelli; trisp3ar; tracedgod
16,NVIDIA/cccl,https://github.com/NVIDIA/cccl,CUDA Core Compute Libraries,C++,2375,405,4 stars today,miscco; bernhardmgruber; alliepiper; davebayer; jrhemstad
17,SerenityOS/serenity,https://github.com/SerenityOS/serenity,The Serenity Operating System 🐞,C++,33405,3348,29 stars today,awesomekling; linusg; trflynn89; nico; AtkinsSJ
18,autowarefoundation/autoware_universe,https://github.com/autowarefoundation/autoware_universe,Pas de description,C++,1651,912,1 star today,pre-commit-ci; satoshi-ota; takayuki5168; kosuke55; soblin
19,strukturag/libheif,https://github.com/strukturag/libheif,libheif is an HEIF and AVIF file format decoder and encoder.,C++,2249,380,0 stars today,farindk; fancycode; bradh; dukesook; wantehchang
20,openvinotoolkit/openvino,https://github.com/openvinotoolkit/openvino,OpenVINO™ is an open source toolkit for optimizing and deploying AI inference,C++,10347,3240,3 stars today,ilya-lavrenov; rkazants; ilyachur; mvafin; praasz
21,CleverRaven/Cataclysm-DDA,https://github.com/CleverRaven/Cataclysm-DDA,Cataclysm - Dark Days Ahead. A turn-based survival game set in a post-apocalyptic world.,C++,12417,4527,5 stars today,ZhilkinSerg; kevingranade; Rivet-the-Zombie; Maleclypse; BevapDin
22,ROCm/rocm-systems,https://github.com/ROCm/rocm-systems,super repo for rocm systems projects,C++,400,262,1 star today,lmoriche; kiritigowda; marifamd; dgaliffiAMD; AryanSalmanpour
23,lemonade-sdk/lemonade,https://github.com/lemonade-sdk/lemonade,Lemonade helps users discover and run local AI apps by serving optimized LLMs right from their own GPUs and NPUs. Join our discord: https://discord.gg/5xXzkMu8Zk,C++,4262,335,13 stars today,jeremyfowers; claude; danielholanda; ramkrishna2910; superm1
