Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,"Pre-indexed code knowledge graph, auto syncs on code changes, for Claude Code, Codex, Gemini, Cursor, OpenCode, AntiGravity, Kiro, and Hermes Agent — fewer tokens, fewer tool calls, 100% local",C,62285,3900,311 stars today,colbymchenry; claude; github-actions; omonien; andreinknv
2,zephyrproject-rtos/zephyr,https://github.com/zephyrproject-rtos/zephyr,"Primary Git Repository for the Zephyr Project. Zephyr is a new generation, scalable, optimized, secure RTOS for multiple hardware architectures.",C,15986,9607,11 stars today,nashif; jukkar; galak; gmarull; cvinayak
3,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,35019,2708,380 stars today,DeusData; shanemccarron-maker; claude; dependabot; mvanhorn
4,OpenEtherCATsociety/SOEM,https://github.com/OpenEtherCATsociety/SOEM,Simple Open Source EtherCAT Master,C,2024,896,5 stars today,hefloryd; nakarlsson; ArthurKetels; mheden; claudioscordino
5,mkj/dropbear,https://github.com/mkj/dropbear,Dropbear SSH,C,2335,464,3 stars today,mkj; fperrad; gportay; HansH111; stokito
6,SchedMD/slurm,https://github.com/SchedMD/slurm,Slurm: A Highly Scalable Workload Manager,C,4182,870,2 stars today,dannyauble; jette; wickberg; naterini; gaijin03
7,pgbouncer/pgbouncer,https://github.com/pgbouncer/pgbouncer,lightweight connection pooler for PostgreSQL,C,4277,584,2 stars today,markokr; petere; JelteF; eulerto; emelsimsek
8,redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,75662,24731,25 stars today,antirez; oranagra; pietern; enjoy-binbin; sundb
9,zmap/zmap,https://github.com/zmap/zmap,ZMap is a fast single packet network scanner designed for Internet-wide network surveys.,C,6324,985,3 stars today,zakird; dadrian; paul-pearce; phillip-stephens; amirian28
10,esnet/iperf,https://github.com/esnet/iperf,"iperf3: A TCP, UDP, and SCTP network bandwidth measurement tool",C,8642,1434,3 stars today,bmah888; jdugan1024; bltierney; davidBar-On; swlars
11,bkaradzic/bgfx,https://github.com/bkaradzic/bgfx,"Cross-platform, graphics API agnostic, ""Bring Your Own Engine/Framework"" style rendering library.",C,17317,2114,8 stars today,bkaradzic; dariomanesku; attilaz; MikePopoloski; pezcode
12,tianocore/edk2,https://github.com/tianocore/edk2,EDK II,C,6125,3212,2 stars today,niruiyu; lzeng14; lgao4; jljusten; mdkinney
13,califio/publications,https://github.com/califio/publications,Publications from Calif,C,681,118,5 stars today,tedcalif; claude; thaidn
14,valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,This project aims to enhance the working environment on Windows,C,33407,1357,14 stars today,valinet; Amrsatrio; Kichura; AllieTheFox; Speedy37
15,espressif/esp-drone,https://github.com/espressif/esp-drone,Mini Drone/Quadcopter Firmware for ESP32 and ESP32-S Series SoCs.,C,2058,477,20 stars today,leeebo; skywxFang; liangshuzhi5193; hellvesper; Wxinfeng
16,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,42463,7277,10 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
17,taosdata/TDengine,https://github.com/taosdata/TDengine,"High-performance, scalable time-series database designed for Industrial IoT (IIoT) scenarios",C,24994,5008,7 stars today,guanshengliang; hjxilinx; hzcheng; dapan1121; yihaoDeng
18,fluent/fluent-bit,https://github.com/fluent/fluent-bit,"Fast and Lightweight Logs, Metrics and Traces processor for Linux, BSD, OSX and Windows",C,7993,1948,3 stars today,edsiper; cosmo0920; nokute78; pwhelan; leonardo-albertovich
