Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,infiniflow/ragflow,https://github.com/infiniflow/ragflow,RAGFlow is a leading open-source Retrieval-Augmented Generation (RAG) engine that fuses cutting-edge RAG with Agent capabilities to create a superior context layer for LLMs,Go,87573,10312,139 stars today,cike8899; KevinHuSh; JinHai-CN; writinwaters; yuzhichang
2,Agent-Field/pr-af,https://github.com/Agent-Field/pr-af,#1 open-source code reviewer on Code-Review-Bench,Go,506,53,48 stars today,AbirAbbas; santoshkumarradha; claude; jainakshay93; oktaygoktas
3,krillinai/KrillinAI,https://github.com/krillinai/KrillinAI,"AI video translation & dubbing tool for humans and AI Agents, powered by LLMs. Full pipeline: download, transcribe, translate, TTS dub, reformat, cover generation. 100+ languages, optimized for YouTube, TikTok, Bilibili, Douyin, and more.AI视频翻译配音工具，面向人类与AI Agent，100+语言全链路，CLI分阶段调用，适配抖音、小红书、哔哩哔哩、视频号、TikTok、YouTube",Go,10988,1029,72 stars today,maranello-o; wulien; puji4810; krillinai; PairZhu
4,trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,"Find, verify, and analyze leaked credentials",Go,27416,2530,36 stars today,renovate; lonmarsDev; roxanne-tampus; ahrav; dustin-decker
5,nats-io/nats-server,https://github.com/nats-io/nats-server,"High-Performance server for NATS.io, the cloud and edge native messaging system.",Go,20482,1903,22 stars today,derekcollison; kozlovic; neilalexander; MauriceVanVeen; matthiashanel
6,netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",Go,80153,6582,24 stars today,ktsaou; netdatabot; ilyam8; Ferroin; stelfrag
7,cloudreve/cloudreve,https://github.com/cloudreve/cloudreve,"🌩 Self-hosted file management and sharing system, supports multiple storage providers",Go,28534,3878,23 stars today,HFO4; YUDONGLING; WeidiDeng; dependabot; vvisionnn
8,samber/cc-skills-golang,https://github.com/samber/cc-skills-golang,🧑‍🎨 A collection of Golang agentic skills that works,Go,2932,192,28 stars today,samber; screenfluent; headless-samber; Copilot; dependabot
9,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,19774,2837,83 stars today,lyingbug; voidkey; begoniezhao; claude; dependabot
10,aquasecurity/trivy,https://github.com/aquasecurity/trivy,"Find vulnerabilities, misconfigurations, secrets, SBOM in containers, Kubernetes, code repositories, clouds and more",Go,37377,590,20 stars today,knqyf263; DmitriyLewen; dependabot; nikpivkin; simar7
11,gitleaks/gitleaks,https://github.com/gitleaks/gitleaks,Find secrets with Gitleaks 🔑,Go,28658,2185,49 stars today,zricethezav; rgmz; w0rmr1d3r; bryanbeverly; petegallagher
12,kunchenguid/treehouse,https://github.com/kunchenguid/treehouse,Manage worktrees without managing worktrees.,Go,1361,133,17 stars today,kunchenguid; github-actions; Tsha0; ampagent
13,QuantumNous/new-api,https://github.com/QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management. 🍥",Go,45018,10632,89 stars today,Calcium-Ion; seefs001; t0ng7u; songquanpeng
14,github/github-mcp-server,https://github.com/github/github-mcp-server,GitHub's official MCP Server,Go,32197,4784,43 stars today,SamMorrowDrums; dependabot; Copilot; JoannaaKL; mattdholloway
15,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.6, GLM-5.2, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",Go,178375,17378,95 stars today,mxyng; jmorganca; dhiltgen; BruceMacD; jessegross
16,caddyserver/caddy,https://github.com/caddyserver/caddy,Fast and extensible multi-platform HTTP/1-2-3 web server with automatic HTTPS,Go,74895,4893,44 stars today,mholt; francislavoie; mohammed90; WeidiDeng; dunglas
17,derailed/k9s,https://github.com/derailed/k9s,🐶 Kubernetes CLI To Manage Your Clusters In Style!,Go,34333,2249,9 stars today,derailed; dependabot; uozalp; wjiec; paivagustavo
18,smtg-ai/claude-squad,https://github.com/smtg-ai/claude-squad,"Manage multiple AI terminal agents like Claude Code, Codex, OpenCode, and Amp.",Go,8298,600,11 stars today,mufeez-amjad; jayshrivastava; claude; neokim; jennings
19,hashicorp/terraform,https://github.com/hashicorp/terraform,"Terraform enables you to safely and predictably create, change, and improve infrastructure. It is a source-available tool that codifies APIs into declarative configuration files that can be shared amongst team members, treated as code, edited, reviewed, and versioned.",Go,49486,10610,10 stars today,jbardin; mitchellh; apparentlymart; stack72; catsby
20,MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,"Xray panel supporting multi-protocol multi-user expire day & traffic & IP limit (Vmess, Vless, Trojan, ShadowSocks, Wireguard, Hysteria, Tunnel, Mixed, HTTP, Tun, MTProto)",Go,44512,8427,52 stars today,MHSanaei; alireza0; dependabot; hamid-gh98; sh1shd
21,leookun/cursor-byok,https://github.com/leookun/cursor-byok,cursor-byok is a local implementation of Cursor's backend. https://github.com/leookun/cursor-byok/releases,Go,2264,348,29 stars today,leookun; DedSecer; philau2512; Sxuan-Coder; kael-odin
22,minio/minio,https://github.com/minio/minio,"MinIO is a high-performance, S3 compatible object store, open sourced under GNU AGPLv3 license.",Go,61392,7755,3 stars today,harshavardhana; vadmeste; klauspost; minio-trusted; poornas
