Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,knadh/listmonk,https://github.com/knadh/listmonk,"High performance, self-hosted, newsletter and mailing list manager with a modern dashboard. Single binary app.",Go,20807,2164,338 stars today,knadh; github-actions; dependabot; mr-karan; MaximilianKohler
2,cloudreve/cloudreve,https://github.com/cloudreve/cloudreve,"🌩 Self-hosted file management and sharing system, supports multiple storage providers",Go,27773,3832,69 stars today,HFO4; YUDONGLING; WeidiDeng; dependabot; vvisionnn
3,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",Go,171716,16182,103 stars today,mxyng; jmorganca; dhiltgen; BruceMacD; jessegross
4,gastownhall/beads,https://github.com/gastownhall/beads,Beads - A memory upgrade for your coding agent,Go,23830,1578,38 stars today,steveyegge; claude; ampcode-com; maphew; coffeegoddd
5,ethereum/EIPs,https://github.com/ethereum/EIPs,The Ethereum Improvement Proposal repository,Go,13862,6003,4 stars today,eth-bot; Pandapip1; lightclient; axic; gcolvin
6,fish2018/pansou,https://github.com/fish2018/pansou,PanSou是一款高性能的网盘资源搜索API服务，支持TG频道和插件搜索。系统设计以性能和可扩展性为核心，支持多频道多插件并发搜索、结果智能排序和网盘类型分类。docker集成前后端，一键启动，开箱即用。仅供学习研究，请勿以各种形式用于盈利目的。,Go,13147,3153,24 stars today,fish2018; woleigedouer; yayoinoyume; CCRSRG; MapleLuoYu
7,qdm12/gluetun,https://github.com/qdm12/gluetun,"VPN client in a thin Docker container for multiple VPN providers, written in Go, and using OpenVPN or Wireguard, DNS over TLS, with a few proxy servers built-in.",Go,14274,577,17 stars today,qdm12; dependabot; wolph; gdlx; janaz
8,tailscale/tailscale,https://github.com/tailscale/tailscale,"The easiest, most secure way to use WireGuard and 2FA.",Go,31709,2573,50 stars today,bradfitz; danderson; josharian; andrew-d; raggi
9,wesm/agentsview,https://github.com/wesm/agentsview,"Local-first session intelligence and analytics for coding agents, supporting Claude Code, Codex, and 14 other agents. Also: 100x faster replacement for ccusage!",Go,1041,134,18 stars today,wesm; claude; mariusvniekerk; dependabot; userFRM
10,RezaSi/go-interview-practice,https://github.com/RezaSi/go-interview-practice,"Interactive Go Interview Platform - 30+ coding challenges with instant feedback, AI interview simulation, competitive leaderboards, and automated testing. From beginner to advanced levels with real-world scenarios.",Go,2279,1078,22 stars today,actions-user; go-interview-practice-bot; RezaSi; odelbos; nzamulov
11,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,25323,1351,25 stars today,mlsmaycon; pascal-fischer; braginini; lixmal; pappz
12,hkdb/aerion,https://github.com/hkdb/aerion,An Open Source Lightweight E-Mail Client,Go,477,34,39 stars today,hkdb; github-actions; claude; freemans32; lorduskordus
13,canopy-network/canopy,https://github.com/canopy-network/canopy,The official go implementation of the Canopy Network protocol,Go,11773,14940,56 stars today,andrewnguyen22; rem1niscence; pablocampogo; ezeike; ECHOAD
14,usememos/memos,https://github.com/usememos/memos,"Open-source, self-hosted note-taking tool built for quick capture. Markdown-native, lightweight, and fully yours.",Go,59761,4375,43 stars today,boojack; johnnyjoygh; dependabot; claude; athurg
15,anthropics/anthropic-sdk-go,https://github.com/anthropics/anthropic-sdk-go,Access to Anthropic's safety-first language model APIs via Go,Go,1042,171,3 stars today,stainless-app; dtmeadows; jacobzim-stl; RobertCraigie; yjp20
16,Xpl0itU/WiiUDownloader,https://github.com/Xpl0itU/WiiUDownloader,Allows to download encrypted wiiu files from nintendo's official servers,Go,1814,61,7 stars today,Xpl0itU; Y4niv; downloadpizza
17,haierkeys/fast-note-sync-service,https://github.com/haierkeys/fast-note-sync-service,"High-performance, low-latency note synchronization, online management, and remote REST API service platform.",Go,1254,108,16 stars today,haierkeys; claude; chenxiccc; ZyphrZero; Jiang-Night
18,keploy/keploy,https://github.com/keploy/keploy,"Open-source platform for creating safe, isolated production sandboxes for API, integration, and E2E testing.",Go,17349,2229,117 stars today,slayerjain; gouravkrosx; shivamsouravjha; re-Tick; Sarthak160
