Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,67677,13023,"2,182 stars today",Yijia-Xiao; EdwardoSunny; luohy15; claude; CadeYu
2,soxoj/maigret,https://github.com/soxoj/maigret,🕵️‍♂️ Collect a dossier on a person by username from 3000+ sites,Python,24919,1736,"1,119 stars today",soxoj; dependabot; kustermariocoding; Copilot; fen0s
3,cocoindex-io/cocoindex,https://github.com/cocoindex-io/cocoindex,Incremental engine for long horizon agents 🌟 Star if you like it!,Python,8037,593,166 stars today,georgeh0; badmonster0; claude; lemorage; Haleshot
4,AIDC-AI/Pixelle-Video,https://github.com/AIDC-AI/Pixelle-Video,🚀 AI 全自动短视频引擎 | AI Fully Automated Short Video Engine,Python,10930,1699,"1,153 stars today",puke3615; lltt90511; AuroraChloe; xianshi-yyds; strict235
5,OpenBMB/VoxCPM,https://github.com/OpenBMB/VoxCPM,"VoxCPM2: Tokenizer-Free TTS for Multilingual Speech Generation, Creative Voice Design, and True-to-Life Cloning",Python,17339,2063,153 stars today,Labmem-Zhouyx; liuxin99; VoxInstruct; a710128; SuperMarioYL
6,OWASP/Nettacker,https://github.com/OWASP/Nettacker,Automated Penetration Testing Framework - Open-Source Vulnerability Scanner - Vulnerability Management,Python,5132,1091,50 stars today,securestep9; aman566; dependabot; pradeepjairamani; arkid15r
7,raullenchai/Rapid-MLX,https://github.com/raullenchai/Rapid-MLX,"The fastest local AI engine for Apple Silicon. 4.2x faster than Ollama, 0.08s cached TTFT, 100% tool calling. 17 tool parsers, prompt cache, reasoning separation, cloud routing. Drop-in OpenAI replacement. Works with Claude Code, Cursor, Aider.",Python,1174,181,200 stars today,claude; waybarrios; raullenchai; janhilgard; kol22
8,Q00/ouroboros,https://github.com/Q00/ouroboros,Agent OS: Stop prompting. Start specifying.,Python,3267,320,77 stars today,claude; Q00; shaun0927; Sathvik-1007; hackertaco
9,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,"PraisonAI 🦞 — Hire a 24/7 AI Workforce. Stop writing boilerplate and start shipping autonomous self-improving agents that research, plan, code, and execute tasks. Deployed in 5 lines of code with built-in memory, RAG, and support for 100+ LLMs.",Python,7047,1079,17 stars today,MervinPraison; github-actions; claude; Dhivya-Bharathy; praisonai-triage-agent
10,alexgreensh/token-optimizer,https://github.com/alexgreensh/token-optimizer,Find the ghost tokens. Fix them. Survive compaction. Avoid context quality decay.,Python,864,69,36 stars today,alexgreensh; claude; github-actions; eligrumman; MaTriXy
11,sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,"⭐AI-driven public opinion & trend monitor with multi-platform aggregation, RSS, and smart alerts.🎯 告别信息过载，你的 AI 舆情监控助手与热点筛选工具！聚合多平台热点 + RSS 订阅，支持关键词精准筛选。AI 智能筛选新闻 + AI 翻译 + AI 分析简报直推手机，也支持接入 MCP 架构，赋能 AI 自然语言对话分析、情感洞察与趋势预测等。支持 Docker ，数据本地/云端自持。集成微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 等渠道智能推送。",Python,56548,24063,288 stars today,actions-user; sansan0; bing-h; wtychn
12,ag2ai/ag2,https://github.com/ag2ai/ag2,AG2 (formerly AutoGen): The Open-Source AgentOS.Join us at: https://discord.gg/sNGSwQME3x,Python,4505,614,21 stars today,github-actions; marklysze; qingyun-wu; davorrunje; harishmohanraj
13,LearningCircuit/local-deep-research,https://github.com/LearningCircuit/local-deep-research,"~95% on SimpleQA (e.g. Qwen3.6-27B on a 3090). Supports all local and cloud LLMs (llama.cpp, Ollama, Google, ...). 10+ search engines - arXiv, PubMed, your private documents. Everything Local & Encrypted.",Python,4838,460,171 stars today,LearningCircuit; github-actions; djpetti; dependabot; HashedViking
14,Lightricks/LTX-2,https://github.com/Lightricks/LTX-2,Official Python inference and LoRA trainer package for the LTX-2 audio–video generative model.,Python,6409,1039,78 stars today,michaellightricks; github-actions
