Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,microsoft/intelligent-terminal,https://github.com/microsoft/intelligent-terminal,"A fork of Windows Terminal with native agent integration, right in your command line.",C++,1897,149,44 stars today,vanzue; Copilot; DDKinger; yeelam-gordon; PankajBhojwani
2,ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,LLM inference in C/C++,C++,126419,22517,173 stars today,ggerganov; ngxson; CISC; slaren; JohannesGaessler
3,google/googletest,https://github.com/google/googletest,GoogleTest - Google Testing and Mocking Framework,C++,39392,10883,119 stars today,gennadiycivil; derekmauro; kuzkry; copybara-github
4,ocornut/imgui,https://github.com/ocornut/imgui,Dear ImGui: Bloat-free Graphical User interface for C++ with minimal dependencies,C++,75965,12037,23 stars today,ocornut; rokups; thedmd; cfillion; bkaradzic
5,godotengine/godot,https://github.com/godotengine/godot,Godot Engine – Multi-platform 2D and 3D game engine,C++,116405,26550,42 stars today,akien-mga; Repiteo; reduz; Calinou; bruvzg
6,microsoft/microsoft-ui-xaml,https://github.com/microsoft/microsoft-ui-xaml,WinUI: a modern UI framework with a rich set of controls and styles to build dynamic and high-performing Windows applications.,C++,8168,911,103 stars today,marcelwgn; kmahone; jevansaks; StephenLPeters; ranjeshj
7,bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,Bitcoin Core integration/staging tree,C++,90051,39362,15 stars today,laanwj; fanquake; achow101; sipa; hebasto
8,mozilla-ai/llamafile,https://github.com/mozilla-ai/llamafile,Distribute and run LLMs with a single file.,C++,25797,1590,48 stars today,jart; aittalam; cjpais; stlhood; corebonts
9,dmlc/xgboost,https://github.com/dmlc/xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library, for Python, R, Java, Scala, C and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",C++,28715,8891,5 stars today,trivialfis; tqchen; chyunsu3; pommedeterresautee; hetong007
10,78/xiaozhi-esp32,https://github.com/78/xiaozhi-esp32,An MCP-based chatbot | 一个基于MCP的聊天机器人,C++,29477,6803,37 stars today,78; Y1hsiaochunnn; laride; txp666; Kevincoooool
11,zeux/meshoptimizer,https://github.com/zeux/meshoptimizer,Mesh optimization library that makes meshes smaller and faster to render,C++,8285,744,3 stars today,zeux; mosra; corporateshark; dtrebilco; l0calh05t
12,PCSX2/pcsx2,https://github.com/PCSX2/pcsx2,PCSX2 - The Playstation 2 Emulator,C++,15426,2161,10 stars today,gregory38; stenzek; refractionpcsx2; lightningterror; TellowKrinkle
13,UE4SS-RE/RE-UE4SS,https://github.com/UE4SS-RE/RE-UE4SS,"Injectable LUA scripting system, SDK generator, live property editor and other dumping utilities for UE4/5 games",C++,2845,499,2 stars today,narknon; UE4SS; Buckminsterfullerene02; localcc; trumank
14,hrydgard/ppsspp,https://github.com/hrydgard/ppsspp,"A PSP emulator for Android, Windows, Mac, Linux and iOS, written in C++. Want to contribute? Join us on Discord at https://discord.gg/5NJB6dD or just send pull requests / issues.",C++,14353,2605,20 stars today,hrydgard; unknownbrackets; xsacha; thedax; sum2012
15,hyprwm/Hyprland,https://github.com/hyprwm/Hyprland,"Hyprland is an independent, highly customizable, dynamic tiling Wayland compositor that doesn't sacrifice on its looks.",C++,38300,1963,32 stars today,vaxerski; fufexan; gulafaran; MightyPlaza; UjinT34
16,optiscaler/OptiScaler,https://github.com/optiscaler/OptiScaler,"OptiScaler bridges upscaling/frame gen across GPUs. Supports DLSS2+/XeSS/FSR2+ inputs, replaces native upscalers, enables FSR-FG/XeFG on non-FG titles. Supports Nukem mod for DLSSG-to-FSR3 FG.",C++,10091,379,39 stars today,cdozdil; FakeMichau; TheRazerMD; MapleHinata; CetinOzdil
17,daijro/camoufox,https://github.com/daijro/camoufox,🦊 Anti-detect browser,C++,11562,986,28 stars today,daijro; heydryft; claude; JWriter20; icepaq
18,YimMenu/YimMenuV2,https://github.com/YimMenu/YimMenuV2,Experimental menu for GTA 5: Enhanced,C++,1685,389,4 stars today,maybegreat48; ShinyWasabi; Mr-X-GTA; playday3008; Deadlineem
