Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,vxcontrol/pentagi,https://github.com/vxcontrol/pentagi,Fully autonomous AI Agents system capable of performing complex penetration testing tasks,Go,24069,3103,590 stars today,sirozha; claude; asdek; mason5052; cursoragent
2,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,23696,1753,443 stars today,lizhengfeng101; chethanuk; wu21-web; stay-foolish-forever; claude
3,nicocha30/ligolo-ng,https://github.com/nicocha30/ligolo-ng,"An advanced, yet simple, tunneling/pivoting tool that uses a TUN interface.",Go,4978,479,21 stars today,nicocha30; CarrotCultivator; joehacksalot; virusvfv; letmedr3am
4,p1neappleXpress/OpenFlux,https://github.com/p1neappleXpress/OpenFlux,Network stack research tool. TCP tunnel with pluggable transports.,Go,1528,115,156 stars today,p1neappleXpress; claude; saharev; dajiaohuang; mkukarin01
5,tbphp/gpt-load,https://github.com/tbphp/gpt-load,"Self-hosted AI gateway for multi-channel, multi-credential setups — API keys and subscription accounts, scheduling, failover, request logs and usage. 自托管 AI 网关：多渠道多凭据统一接入，含密钥与订阅账号、调度容错、日志与用量。",Go,6731,727,52 stars today,tbphp; hptangxi; dependabot; OrzMiku; vickyyd
6,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,22927,3272,209 stars today,lyingbug; voidkey; begoniezhao; claude; dependabot
7,dagucloud/dagu,https://github.com/dagucloud/dagu,"Self-hostable workflow orchestrator for teams whose main work isn't orchestration. Declarative YAML over your scripts, SSH commands, containers, etc; keep workflows separate from business logic. One binary, no database, runs on limited H/W resources. Alternative to Airflow / Cron / Job Scheduler.",Go,3978,332,12 stars today,yohamta0; dependabot; arky; kriyanshii; Arvintian
8,hashicorp/nomad,https://github.com/hashicorp/nomad,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations.",Go,16907,2140,16 stars today,dadgar; schmichael; tgross; DingoEatingFuzz; notnoop
9,nektos/act,https://github.com/nektos/act,Run your GitHub Actions locally 🚀,Go,71986,2033,38 stars today,mergify; dependabot; cplee; ChristopherHX; github-actions
10,restic/restic,https://github.com/restic/restic,"Fast, secure, efficient backup program",Go,36037,1873,27 stars today,fd0; MichaelEischer; rawtaz; dependabot; greatroar
11,netdata/netdata,https://github.com/netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",Go,80510,6627,10 stars today,ktsaou; netdatabot; ilyam8; Ferroin; stelfrag
12,getarcaneapp/arcane,https://github.com/getarcaneapp/arcane,"Modern Docker Management, Designed for Everyone",Go,7370,307,9 stars today,kmendell; dependabot; getarcaneappbot; cabaucom376; GiulioSavini
13,usememos/memos,https://github.com/usememos/memos,"Open-source, self-hosted note-taking tool built for quick capture. Markdown-native, lightweight, and fully yours.",Go,63000,4752,35 stars today,boojack; johnnyjoygh; dependabot; claude; athurg
14,esengine/DeepSeek-Reasonix,https://github.com/esengine/DeepSeek-Reasonix,DeepSeek-native AI coding agent for your terminal. Engineered around prefix-cache stability — leave it running.,Go,35534,2389,22 stars today,SivanCola; esengine; ttmouse; lifu963; cursoragent
15,navidrome/navidrome,https://github.com/navidrome/navidrome,🎧 Your Personal Streaming Service,Go,23532,1696,39 stars today,deluan; dependabot; kgarner7; dependabot-preview; caiocotts
16,charmbracelet/crush,https://github.com/charmbracelet/crush,Glamourous agentic coding for all 💘,Go,28061,2241,22 stars today,kujtimiihoxha; andreynering; meowgorithm; aymanbagabas; charmcli
17,ipfs/kubo,https://github.com/ipfs/kubo,"IPFS implementation in Go: a daemon that stores and serves content-addressed data, with a CLI, HTTP Gateway, and RPC API",Go,17136,3170,2 stars today,whyrusleeping; Stebalien; jbenet; btc; lidel
18,trufflesecurity/trufflehog,https://github.com/trufflesecurity/trufflehog,"Find, verify, and analyze leaked credentials",Go,27873,2579,24 stars today,renovate; lonmarsDev; roxanne-tampus; ahrav; dustin-decker
19,SagerNet/sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,37960,4574,44 stars today,nekohasekai; macronut; flyzstu; NagaseMinato; renovate
20,authelia/authelia,https://github.com/authelia/authelia,The Single Sign-On Multi-Factor portal for web apps. OpenID Certified™ and Post-Quantum Cryptography Ready.,Go,28950,1480,16 stars today,renovate; james-d-elliott; nightah; clems4ever; renovate-bot
