Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,facebook/zstd,https://github.com/facebook/zstd,Zstandard - Fast real-time compression algorithm,C,27701,2579,10 stars today,Cyan4973; terrelln; inikep; felixhandte; stellamplau
2,rexglue/rexglue-sdk,https://github.com/rexglue/rexglue-sdk,Xbox 360 Recompilation Runtime and Toolkit,C,845,115,4 stars today,tomcl7; Graine25; Loreaxe; sanjay900; Mystixor
3,mcu-tools/mcuboot,https://github.com/mcu-tools/mcuboot,Secure boot for 32-bit Microcontrollers!,C,2083,989,20 stars today,d3zd3z; utzig; nordicjm; de-nordic; nvlsianpu
4,QwenAudio/SenseVoice,https://github.com/QwenAudio/SenseVoice,"Open-source SenseVoiceSmall model for Mandarin, Cantonese, English, Japanese, and Korean ASR, language ID, emotion recognition, and audio event detection.",C,9238,818,16 stars today,LauraGPT; Lizerui9926; R1ckShi; iflamed; dengcunqin
5,espressif/esp-claw,https://github.com/espressif/esp-claw,"ESP-Claw, a ""Chat Coding"" AI agent framework for IoT devices",C,2090,442,8 stars today,loop233; laride; TDA-2030; alic-maker; 2002-luzi
6,vanhauser-thc/thc-hydra,https://github.com/vanhauser-thc/thc-hydra,hydra,C,12232,2658,8 stars today,vanhauser-thc; dmaciejak; Diadlo; e2002e; JesusChapman
7,fluent/fluent-bit,https://github.com/fluent/fluent-bit,"Fast and Lightweight Logs, Metrics and Traces processor for Linux, BSD, OSX and Windows",C,8077,1992,1 star today,edsiper; cosmo0920; nokute78; pwhelan; leonardo-albertovich
8,ImageMagick/ImageMagick,https://github.com/ImageMagick/ImageMagick,"ImageMagick is a free, open-source software suite for creating, editing, converting, and displaying images. It supports 200+ formats and offers powerful command-line tools and APIs for automation, scripting, and integration across platforms.",C,17336,1652,13 stars today,dlemstra; glennrp; dependabot; reaperhulk; urban-warrior
9,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,"Pre-indexed code knowledge graph, auto syncs on code changes, for Claude Code, Codex, Gemini, Cursor, OpenCode, AntiGravity, Kiro, CoPilot, and Hermes Agent — fewer tokens, fewer tool calls, 100% local",C,69650,4447,181 stars today,colbymchenry; claude; github-actions; omonien; ctype-lab
10,NVIDIA-RTX/Streamline,https://github.com/NVIDIA-RTX/Streamline,Streamline Integration Framework,C,1093,149,12 stars today,anpurohit; larsbishop; liam-middlebrook; nvthayes; gw280
11,maharmstone/btrfs,https://github.com/maharmstone/btrfs,WinBtrfs - an open-source btrfs driver for Windows,C,7726,304,15 stars today,maharmstone; HeisSpiter; DjArt; lesderid; 0xbadfca11
12,sonic-net/sonic-buildimage,https://github.com/sonic-net/sonic-buildimage,Scripts which perform an installable binary image build for SONiC,C,1020,1940,1 star today,mssonicbld; lguohan; jleveque; qiluo-msft; saiarcot895
13,sunblaze-ucb/exploitgym,https://github.com/sunblaze-ucb/exploitgym,"ExploitGym is a large-scale, realistic benchmark built from real-world vulnerabilities designed to evaluate AI agents' ability to develop exploits.",C,945,115,24 stars today,wzunknown; claude; 3rdn4Li; Copilot
14,redcanaryco/atomic-red-team,https://github.com/redcanaryco/atomic-red-team,Small and highly portable detection tests based on MITRE's ATT&CK.,C,12487,3206,5 stars today,clr2of8; cyberbuff; MHaggis; patel-bhavin; josehelps
15,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6939,2961,1 star today,gilles-peskine-arm; mpg; ronald-cron-arm; valeriosetti; daverodgman
16,PerformanC/ReZygisk,https://github.com/PerformanC/ReZygisk,Transparent implementation of Zygisk.,C,3888,366,13 stars today,ThePedroo; JingMatrix; RainyXeon; GuitarHeroStyles; TheSillyOk
17,u-boot/u-boot,https://github.com/u-boot/u-boot,"""Das U-Boot"" Source Tree",C,5232,4622,3 stars today,sjg20; trini; xypron; wdenx; masahir0y
18,open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,C,3055,769,2 stars today,dstebila; christianpaquin; baentsch; SWilson4; xvzcf
19,pgvector/pgvector,https://github.com/pgvector/pgvector,Open-source vector similarity search for Postgres,C,22914,1306,27 stars today,ankane; hlinnaka; jkatz; lychen0618; binarycleric
