Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,QuantumNous/new-api,https://github.com/QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management. 🍥",Go,45625,10814,132 stars today,Calcium-Ion; seefs001; t0ng7u; songquanpeng
2,seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,"SeaweedFS is a distributed storage system for object storage (S3), file systems, and Iceberg tables, designed to handle billions of files with O(1) disk access and effortless horizontal scaling.",Go,34152,2957,21 stars today,chrislusf; dependabot; kmlebedev; chrisluuber; gemini-code-assist
3,agent-substrate/substrate,https://github.com/agent-substrate/substrate,Agent Substrate: the core system,Go,1271,245,26 stars today,BenTheElder; juli4n; HavenXia; thockin; mesutoezdil
4,TencentCloud/CubeSandbox,https://github.com/TencentCloud/CubeSandbox,"Instant, Concurrent, Secure & Lightweight Sandbox for AI Agents.",Go,11255,1051,37 stars today,fslongjin; chenhengqi; ls-ggg; zyl1121; lisongqian
5,google/sam,https://github.com/google/sam,SAM Sovereign Agent Mesh,Go,312,30,62 stars today,aojea; dependabot; kaisoz; gemini-code-assist; fedebongio
6,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,24976,3973,15 stars today,aanm; tgraf; joestringer; tklauser; jrajahalme
7,ongridio/ongrid,https://github.com/ongridio/ongrid,"An ops AI Agent that understands your infrastructure, finds the root cause, and fixes it — right from Slack, Telegram, Lark or DingTalk.",Go,740,166,9 stars today,singchia; youzi-1122; claude; anrenlx2025; ixchitl
8,Gentleman-Programming/engram,https://github.com/Gentleman-Programming/engram,"Persistent memory system for AI coding agents. Agent-agnostic Go binary with SQLite + FTS5, MCP server, HTTP API, CLI, and TUI.",Go,6076,644,22 stars today,Alan-TheGentleman; egdev6; Twinber; forNerzul; dnlrsls
9,stretchr/testify,https://github.com/stretchr/testify,A toolkit with common assertions and mocks that plays nicely with the standard library,Go,26167,1913,3 stars today,ernesto-jimenez; dolmen; brackendawson; tylerstillwater; boyan-soubachov
10,milvus-io/milvus,https://github.com/milvus-io/milvus,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search",Go,45702,4187,24 stars today,congqixia; JinHai-CN; bigsheeper; zhuwenxing; xiaocai2333
11,TecharoHQ/anubis,https://github.com/TecharoHQ/anubis,Weighs the soul of incoming HTTP requests to stop AI crawlers,Go,21551,683,26 stars today,Xe; JasonLovesDoggo; dependabot; SlyEcho; lotharsm
12,grafana/loki,https://github.com/grafana/loki,"Like Prometheus, but for logs.",Go,28766,4092,4 stars today,renovate; renovate-sh-app; JStickler; chaudum; cyriltovena
13,envoyproxy/gateway,https://github.com/envoyproxy/gateway,Manages Envoy Proxy as a Standalone or Kubernetes-based Application Gateway,Go,2965,842,2 stars today,zirain; dependabot; arkodg; zhaohuabing; Xunzhuo
14,asheshgoplani/agent-deck,https://github.com/asheshgoplani/agent-deck,"Terminal session manager for AI coding agents. One TUI for Claude, Gemini, OpenCode, Codex, and more.",Go,754,127,8 stars today,asheshgoplani; claude; seanyoungberg; DoozyX; dependabot
15,shadow1ng/fscan,https://github.com/shadow1ng/fscan,"一款内网综合扫描工具，方便一键自动化、全方位漏扫扫描。(An intranet comprehensive scanning tool, enabling one-click automated, all-round vulnerability scanning)",Go,14389,1932,43 stars today,ZacharyZcR; shadow1ng; tongque0; dksslq; madneal
16,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman,Go,99244,5758,286 stars today,JuliusBrussee; claude; github-actions; sebastianbreguel; vraj00222
17,googleapis/mcp-toolbox,https://github.com/googleapis/mcp-toolbox,MCP Toolbox for Databases is an open source MCP server for databases.,Go,16205,1687,6 stars today,Yuan325; twishabansal; duwenxin99; averikitsch; release-please
18,gitleaks/gitleaks,https://github.com/gitleaks/gitleaks,Find secrets with Gitleaks 🔑,Go,28841,2201,32 stars today,zricethezav; rgmz; w0rmr1d3r; bryanbeverly; petegallagher
19,bjarneo/cliamp,https://github.com/bjarneo/cliamp,cliamp - Terminal music player inspired by winamp,Go,3259,182,42 stars today,bjarneo; claude; coryshaw1; rubiojr; zambetti
20,hatchet-dev/hatchet,https://github.com/hatchet-dev/hatchet,"🪓 An orchestration engine for background tasks, AI agents, and durable workflows",Go,7756,469,14 stars today,dependabot; abelanger5; mrkaye97; grutt; mnafees
