Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,openssl/openssl,https://github.com/openssl/openssl,TLS/SSL and crypto library,C,29898,11181,7 stars today,levitte; mattcaswell; dot-asm; paulidale; snhenson
2,signalwire/freeswitch,https://github.com/signalwire/freeswitch,"FreeSWITCH is a Software Defined Telecom Stack enabling the digital transformation from proprietary telecom switches to a versatile software implementation that runs on any commodity hardware. From a Raspberry PI to a multi-core server, FreeSWITCH can unlock the telecommunications potential of any device.",C,4778,1740,32 stars today,anthmFS; mjerris; briankwest; andywolk; seven1240
3,SchedMD/slurm,https://github.com/SchedMD/slurm,Slurm: A Highly Scalable Workload Manager,C,3873,815,7 stars today,dannyauble; jette; wickberg; naterini; gaijin03
4,redis/redis,https://github.com/redis/redis,"For developers, who are building real-time data-driven applications, Redis is the preferred, fastest, and most feature-rich cache, data structure server, and document and vector query engine.",C,73746,24566,35 stars today,antirez; oranagra; pietern; enjoy-binbin; sundb
5,veracrypt/VeraCrypt,https://github.com/veracrypt/VeraCrypt,Disk encryption with strong security based on TrueCrypt,C,9516,1160,29 stars today,idrassi; Jertzukka; Patriccollu; Atalanttore; Matthaiks
6,duixcom/Duix-Avatar,https://github.com/duixcom/Duix-Avatar,🚀 Truly open-source AI avatar(digital human) toolkit for offline video generation and digital human cloning.,C,12699,2089,9 stars today,whl88; suifeng9203; haol666; flyingflyfly; Samge0
7,pgvector/pgvector,https://github.com/pgvector/pgvector,Open-source vector similarity search for Postgres,C,20693,1130,20 stars today,ankane; hlinnaka; jkatz; binarycleric; Ngalstyan4
8,radareorg/radare2,https://github.com/radareorg/radare2,UNIX-like reverse engineering framework and command-line toolset,C,23396,3189,7 stars today,radare; trufae; condret; alvarofe; XVilka
9,open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,C,2859,709,0 stars today,dstebila; christianpaquin; baentsch; SWilson4; xvzcf
10,reactos/reactos,https://github.com/reactos/reactos,A free Windows-compatible Operating System,C,17371,2089,5 stars today,AmineKhaldi; tkreuzer; EricKohl; HBelusca; ThFabba
11,jqlang/jq,https://github.com/jqlang/jq,Command-line JSON processor,C,34119,1752,48 stars today,stedolan; nicowilliams; itchyny; dtolnay; github-actions
12,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,138243,12873,59 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
13,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, MQTTS, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",C,41258,7122,25 stars today,bagder; vszakats; yangtse; captain-caveman2k; dfandrich
14,kingToolbox/WindTerm,https://github.com/kingToolbox/WindTerm,A professional cross-platform SSH/Sftp/Shell/Telnet/Tmux/Serial terminal.,C,30446,2314,28 stars today,kingToolbox; dnlchen
15,xiph/opus,https://github.com/xiph/opus,Modern audio compression for the internet.,C,3121,768,8 stars today,jmvalin; gmaxwell; rillian; xnorpx; mark4o
16,timescale/timescaledb,https://github.com/timescale/timescaledb,A time-series database for high-performance real-time analytics packaged as a Postgres extension,C,22341,1073,13 stars today,svenklemm; erimatnor; cevian; mkindahl; akuzm
17,X11Libre/xserver,https://github.com/X11Libre/xserver,XLibre Xserver,C,4436,226,3 stars today,metux; nwnk; whot; keith-packard; jeremyhu
