Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,zakirullin/files.md,https://github.com/zakirullin/files.md,"🌱 Private, quiet space for thinking. A simple app for your .md files.",Go,2272,50,429 stars today,zakirullin; alx-ef; jolice; kir-drozdov; samarthpatel24
2,Gentleman-Programming/gentle-ai,https://github.com/Gentleman-Programming/gentle-ai,Pas de description,Go,3187,378,35 stars today,Alan-TheGentleman; tonyblu331; IrrealV; claude; Tech-Codde
3,Gentleman-Programming/engram,https://github.com/Gentleman-Programming/engram,"Persistent memory system for AI coding agents. Agent-agnostic Go binary with SQLite + FTS5, MCP server, HTTP API, CLI, and TUI.",Go,3674,433,39 stars today,Alan-TheGentleman; egdev6; Twinber; SantiagoBobrik; sanurb
4,charmbracelet/bubbles,https://github.com/charmbracelet/bubbles,TUI components for Bubble Tea 🫧,Go,8413,412,9 stars today,meowgorithm; aymanbagabas; dependabot; caarlos0; maaslalani
5,envoyproxy/ai-gateway,https://github.com/envoyproxy/ai-gateway,Manages Unified Access to Generative AI Services built on Envoy Gateway,Go,1665,254,8 stars today,mathetake; dependabot; nacx; yuzisun; missBerg
6,gastownhall/gastown,https://github.com/gastownhall/gastown,Gas Town - multi-agent workspace manager,Go,15442,1433,48 stars today,steveyegge; claude; julianknutsen; seanbearden; DreadPirateRobertz
7,wavetermdev/waveterm,https://github.com/wavetermdev/waveterm,"An open-source, AI-integrated, cross-platform terminal for seamless workflows",Go,20640,992,66 stars today,sawka; esimkowitz; dependabot; wave-builder; oneirocosm
8,Armur-Ai/Pentest-Swarm-AI,https://github.com/Armur-Ai/Pentest-Swarm-AI,"Autonomous penetration testing using a swarm of AI agents. Orchestrates recon, classification, exploitation, and reporting specialists with ReAct reasoning — supports bug bounty, continuous monitoring, and CTF modes. Built with Go, Claude API, and 7+ native security tools.",Go,1223,253,33 stars today,AkhilSharma90; Kuro0911; akhilairi; claude
9,docker/compose,https://github.com/docker/compose,Define and run multi-container applications with Docker,Go,37402,5832,6 stars today,ndeloof; glours; gtardif; dependabot; rumpl
10,jesseduffield/lazygit,https://github.com/jesseduffield/lazygit,simple terminal UI for git commands,Go,78223,2838,55 stars today,jesseduffield; stefanhaller; mjarkk; dawidd6; Ryooooooga
11,BenedictKing/ccx,https://github.com/BenedictKing/ccx,Claude / Codex / Gemini API Proxy - CCX,Go,1263,111,105 stars today,BenedictKing; aider-chat-bot; BugMasterLab; sucr233; glidea
12,ethereum-optimism/optimism,https://github.com/ethereum-optimism/optimism,"Optimism is Ethereum, scaled.",Go,6427,3962,2 stars today,tynes; mergify; ajsutton; mslipper; smartcontracts
13,bytedance/sonic,https://github.com/bytedance/sonic,A blazingly fast JSON serializing & deserializing library,Go,9429,442,19 stars today,AsterDY; liuq19; chenzhuoyu; cyn6315; PureWhiteWu
14,charmbracelet/crush,https://github.com/charmbracelet/crush,Glamourous agentic coding for all 💘,Go,24477,1709,42 stars today,kujtimiihoxha; andreynering; meowgorithm; aymanbagabas; caarlos0
15,open-telemetry/opentelemetry-collector-contrib,https://github.com/open-telemetry/opentelemetry-collector-contrib,Contrib repository for the OpenTelemetry Collector,Go,4663,3593,2 stars today,renovate; bogdandrutu; opentelemetrybot; atoulme; dependabot
16,open-policy-agent/opa,https://github.com/open-policy-agent/opa,"Open Policy Agent (OPA) is an open source, general-purpose policy engine.",Go,11760,1574,10 stars today,tsandall; srenatus; patrick-east; dependabot; anderseknert
17,go-playground/validator,https://github.com/go-playground/validator,"💯Go Struct and Field validation, including Cross Field, Cross Struct, Map, Slice and Array diving",Go,19961,1420,3 stars today,dependabot; nodivbyzero; mashmooli; elias19r; psampaz
