Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,fastfetch-cli/fastfetch,https://github.com/fastfetch-cli/fastfetch,"A maintained, feature-rich and performance oriented, neofetch like system information tool.",C,21545,727,237 stars today,CarterLi; LinusDierheimer; DarNCelsius; apocelipes; x-zvf
2,NVIDIA/cuda-samples,https://github.com/NVIDIA/cuda-samples,Samples for CUDA Developers which demonstrates features in CUDA Toolkit,C,9036,2305,5 stars today,rwarmstr; XSShawnZeng; mdoijade; Ru7w1k; jnbntz
3,valkey-io/valkey,https://github.com/valkey-io/valkey,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,25317,1078,17 stars today,antirez; oranagra; enjoy-binbin; pietern; madolson
4,NLnetLabs/unbound,https://github.com/NLnetLabs/unbound,"Unbound is a validating, recursive, and caching DNS resolver.",C,4378,432,4 stars today,wcawijngaards; gthess; ralphdolmans; wtoorop; Philip-NLnetLabs
5,nicbarker/clay,https://github.com/nicbarker/clay,High performance UI layout library in C.,C,16934,654,6 stars today,nicbarker; FintasticMan; github-actions; monodop; SuperOptimizer
6,bytecodealliance/wasm-micro-runtime,https://github.com/bytecodealliance/wasm-micro-runtime,WebAssembly Micro Runtime (WAMR),C,5869,777,3 stars today,wenyongh; yamt; lum1n0us; no1wudi; xujuntwt95329
7,lmarzen/esp32-weather-epd,https://github.com/lmarzen/esp32-weather-epd,A low-power E-Paper weather display powered by an ESP32 microcontroller. Utilizes the OpenWeatherMap API.,C,6029,454,10 stars today,lmarzen; ble-dev; kenwch92; cwitting; freakydude
8,FreeRTOS/FreeRTOS-Kernel,https://github.com/FreeRTOS/FreeRTOS-Kernel,"FreeRTOS kernel files only, submoduled into https://github.com/FreeRTOS/FreeRTOS and various other repos.",C,3967,1477,2 stars today,RichardBarry; aggarg; kar-rahul-aws; chinglee-iot; Skptak
9,pygame/pygame,https://github.com/pygame/pygame,"🐍🎮 pygame (the library) is a Free and Open Source python programming language library for making multimedia applications like games built on top of the excellent SDL library. C, Python, Native, OpenGL.",C,8695,4069,2 stars today,illume; llindstrom; PeterShinners; MyreMylar; dlon
10,moonshine-ai/moonshine,https://github.com/moonshine-ai/moonshine,Fast and accurate automatic speech recognition (ASR) for edge devices,C,7560,382,7 stars today,evmaki; kylehowells; keveman; petewarden; giovanninibarbosa
11,libarchive/libarchive,https://github.com/libarchive/libarchive,Multi-format archive and compression library,C,3453,907,2 stars today,kientzle; ggcueroad; mmatuska; amejia1; stoeckmann
12,libimobiledevice/libimobiledevice,https://github.com/libimobiledevice/libimobiledevice,A cross-platform protocol library to communicate with iOS devices,C,7808,1488,2 stars today,nikias; FunkyM; JonathanBeck; mcolyer; cfergeau
13,LNH-team/pico-launcher,https://github.com/LNH-team/pico-launcher,Rom browser frontend for Pico Loader.,C,225,27,9 stars today,Gericom; lifehackerhansol; oakwoodwolf
14,riscv-software-src/riscv-isa-sim,https://github.com/riscv-software-src/riscv-isa-sim,"Spike, a RISC-V ISA Simulator",C,3050,1045,2 stars today,aswaterman; scottj97; chihminchao; timsifive; YenHaoChen
15,FreeRTOS/FreeRTOS,https://github.com/FreeRTOS/FreeRTOS,'Classic' FreeRTOS distribution. Started as Git clone of FreeRTOS SourceForge SVN repo. Submodules the kernel.,C,7143,1979,7 stars today,RichardBarry; aggarg; AniruddhaKanhere; chinglee-iot; paulbartell
16,ExpressLRS/ExpressLRS,https://github.com/ExpressLRS/ExpressLRS,ESP32/ESP8285-based High-Performance Radio Link for RC applications,C,4828,1358,3 stars today,pkendall64; AlessandroAU; JyeSmith; CapnBry; mha1
17,libjpeg-turbo/libjpeg-turbo,https://github.com/libjpeg-turbo/libjpeg-turbo,Main libjpeg-turbo repository,C,4271,1133,0 stars today,dcommander; jwright-arm; mayeut; CendioOssman; kornelski
18,betaflight/betaflight,https://github.com/betaflight/betaflight,Open Source Flight Controller Firmware,C,10777,3679,3 stars today,mikeller; hydra; martinbudden; borisbstyle; blckmn
19,quickjs-ng/quickjs,https://github.com/quickjs-ng/quickjs,"QuickJS, the Next Generation: a mighty JavaScript engine",C,2848,278,6 stars today,bnoordhuis; saghul; chqrlie; bellard; andrjohns
