Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,apache/httpd,https://github.com/apache/httpd,Mirror of Apache HTTP Server. Issues: http://issues.apache.org,C,4051,1364,3 stars today,wrowe; trawick; rbowen; notroj; jimjag
2,libretro/RetroArch,https://github.com/libretro/RetroArch,"Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3.",C,13415,2165,7 stars today,inactive123; LibretroAdmin; Themaister; andres-asm
3,Sor3nt/Flipper-Zero-ESP32-Port,https://github.com/Sor3nt/Flipper-Zero-ESP32-Port,Pas de description,C,325,73,5 stars today,claude; AmsaOne; Sor3nt; rawnullbyte; Adamskii57
4,palera1n/palera1n,https://github.com/palera1n/palera1n,"Jailbreak for A8 through A11, T2 devices, on iOS/iPadOS/tvOS 15.0, bridgeOS 5.0 and higher.",C,6404,776,16 stars today,asdfugil; claration; itsnebulalol; junepark678
5,NVIDIA/open-gpu-kernel-modules,https://github.com/NVIDIA/open-gpu-kernel-modules,NVIDIA Linux open GPU kernel module source,C,17225,1774,33 stars today,niv; aritger; mmaneetsingh; misyltoad; gauravjuvekar
6,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,136821,8343,60 stars today,crutkas; bao-qian; qianlifeng; niels9001; jaimecbernardo
7,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,36209,3442,20 stars today,kasper93; Dudemanguy; guidocella; haasn; pigoz
8,nginx/nginx,https://github.com/nginx/nginx,The official NGINX Open Source repository.,C,31245,8154,19 stars today,mdounin; arut; vl-homutov; VBart; pluknet
9,open-quantum-safe/liboqs,https://github.com/open-quantum-safe/liboqs,C library for prototyping and experimenting with quantum-resistant cryptography,C,3017,761,2 stars today,dstebila; christianpaquin; baentsch; SWilson4; xvzcf
10,fastfetch-cli/fastfetch,https://github.com/fastfetch-cli/fastfetch,"A maintained, feature-rich and performance oriented, neofetch like system information tool.",C,23922,845,11 stars today,CarterLi; LinusDierheimer; DarNCelsius; apocelipes; x-zvf
11,TsudaKageyu/minhook,https://github.com/TsudaKageyu/minhook,The Minimalistic x86/x64 API Hooking Library for Windows,C,5879,1070,2 stars today,TsudaKageyu; m417z; ZLOFENIX; jarredholman; FransBouma
12,checkpoint-restore/criu,https://github.com/checkpoint-restore/criu,Checkpoint/Restore tool,C,3933,763,2 stars today,avagin; xemul; adrianreber; Snorch; kolyshkin
13,termux/termux-x11,https://github.com/termux/termux-x11,Termux X-server add-on.,C,4464,614,10 stars today,twaik; dependabot; creepy-pasta101; gradle-update-robot; github-actions
14,raspberrypi/linux,https://github.com/raspberrypi/linux,Kernel source tree for Raspberry Pi-provided kernel builds. Issues unrelated to the linux kernel should be posted on the community forum at https://forums.raspberrypi.com/,C,13040,5455,1 star today,torvalds; davem330; arndb; broonie; tiwai
15,freebsd/freebsd-src,https://github.com/freebsd/freebsd-src,The FreeBSD src tree publish-only repository. Experimenting with 'simple' pull requests....,C,9235,3385,5 stars today,bsdimp; bsdjhb; kostikbel; bsdphk; DarkHelmet433
16,valkey-io/valkey,https://github.com/valkey-io/valkey,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,26635,1251,14 stars today,antirez; oranagra; enjoy-binbin; pietern; madolson
17,Encryqed/Dumper-7,https://github.com/Encryqed/Dumper-7,Unreal Engine SDK Generator,C,2114,499,5 stars today,Fischsalat; Encryqed; igromanru; lobotomy-x; NotOfficer
18,immortalwrt/immortalwrt,https://github.com/immortalwrt/immortalwrt,An opensource OpenWrt variant for mainland China users.,C,11283,3758,5 stars today,juhosg; 1715173329; ffainelli; nbd168; hauke
19,coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,Lean's LEDE source,C,31540,19241,3 stars today,coolsnowwolf; aiamadeus; dangowrt; Beginner-Go; nbd168
