Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,navidrome/navidrome,https://github.com/navidrome/navidrome,🎧 Your Personal Streaming Service,Go,20468,1458,31 stars today,deluan; dependabot; kgarner7; dependabot-preview; caiocotts
2,QuantumNous/new-api,https://github.com/QuantumNous/new-api,"A unified AI model hub for aggregation & distribution. It supports cross-converting various LLMs into OpenAI-compatible, Claude-compatible, or Gemini-compatible formats. A centralized gateway for personal and enterprise model management. 🍥",Go,26798,5494,252 stars today,Calcium-Ion; seefs001; t0ng7u; songquanpeng
3,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API-CRS2 一站式开源中转服务，让 Claude、Openai 、Gemini、Antigravity订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,12566,2123,264 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; slovx2
4,external-secrets/external-secrets,https://github.com/external-secrets/external-secrets,External Secrets Operator reads information from a third-party service like AWS Secrets Manager and automatically injects the values as Kubernetes Secrets.,Go,6542,1267,5 stars today,Skarlso; dependabot; moolen; paul-the-alien; gusfcarvalho
5,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,24406,1260,46 stars today,mlsmaycon; pascal-fischer; braginini; lixmal; pappz
6,kyverno/kyverno,https://github.com/kyverno/kyverno,Unified Policy as Code,Go,7621,1307,5 stars today,realshuting; eddycharly; dependabot; JimBugwadia; MariamFahmy98
7,hashicorp/vault,https://github.com/hashicorp/vault,"A tool for secrets management, encryption as a service, and privileged access management",Go,35405,4632,7 stars today,jefferai; hc-github-team-secure-vault-core; vishalnayak; armon; ncabatoff
8,harness/harness,https://github.com/harness/harness,"Harness Open Source is an end-to-end developer platform with Source Control Management, CI/CD Pipelines, Hosted Developer Environments, and Artifact Registries.",Go,34775,2997,79 stars today,johannesHarness; marko-gacesa; cjlee01; shivanand-harness; tan-nhu
9,tulir/whatsmeow,https://github.com/tulir/whatsmeow,Go library for the WhatsApp web multidevice API,Go,5827,924,10 stars today,tulir; SchulteMK; Rhymen; sthales; houstondapaz
10,open-telemetry/opentelemetry-collector,https://github.com/open-telemetry/opentelemetry-collector,OpenTelemetry Collector,Go,6835,2005,4 stars today,bogdandrutu; renovate; codeboten; mx-psi; dmitryax
11,jackc/pgx,https://github.com/jackc/pgx,PostgreSQL driver and toolkit for Go,Go,13639,1007,6 stars today,jackc; manniwood; furdarius; claude; drakkan
12,go-kratos/kratos,https://github.com/go-kratos/kratos,Your ultimate Go microservices framework for the cloud-native era.,Go,25612,4159,8 stars today,tonybase; shenqidebaozi; dependabot; longXboy; daemon365
13,anchore/syft,https://github.com/anchore/syft,CLI tool and library for generating a Software Bill of Materials from container images and filesystems,Go,8707,814,7 stars today,wagoodman; dependabot; spiffcs; anchore-actions-token-generator; kzantow
14,alibaba/higress,https://github.com/alibaba/higress,🤖 AI Gateway | AI Native API Gateway,Go,8142,1072,16 stars today,johnlanni; CH3CHO; rinfx; Xunzhuo; hanxiantao
15,golang-migrate/migrate,https://github.com/golang-migrate/migrate,Database migrations. CLI and Golang library.,Go,18360,1567,9 stars today,dhui; mattes; dimag-jfrog; mknycha; dependabot
16,argoproj/argo-workflows,https://github.com/argoproj/argo-workflows,Workflow Engine for Kubernetes,Go,16615,3494,6 stars today,alexec; terrytangyuan; dependabot; simster7; sarabala1979
17,sysadminsmedia/homebox,https://github.com/sysadminsmedia/homebox,A continuation of HomeBox the inventory and organization system built for the Home User,Go,5710,375,26 stars today,weblate; tankerkiller125; hay-kot; katosdev; renovate
18,versity/versitygw,https://github.com/versity/versitygw,versity s3 gateway,Go,1749,205,166 stars today,benmcclelland; mlt180; niksis02; dependabot; lrm25
