Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,qmk/qmk_firmware,https://github.com/qmk/qmk_firmware,Open-source keyboard firmware for Atmel AVR and Arm USB families,C,20718,44311,2 stars today,qmk-bot; fauxpark; drashna; noroadsleft; zvecr
2,Next-Flip/Momentum-Firmware,https://github.com/Next-Flip/Momentum-Firmware,"🐬 Feature-rich, stable and customizable Flipper Firmware",C,9158,587,6 stars today,WillyJL; xMasterX; skotopes; hedger; Astrrra
3,luka-dev/mib2q-carplay-rgi,https://github.com/luka-dev/mib2q-carplay-rgi,Implementation of Route Guidance from CarPlay for MHI2Q,C,196,28,13 stars today,luka-dev; claude
4,tr4m0ryp/tr4mpass,https://github.com/tr4m0ryp/tr4mpass,"Free, open-source iCloud activation lock bypass tool. Remove iCloud lock from iPhone 5s through iPhone 15 Pro (iOS 12-26.1). Fully offline -- no servers, no payments. Supports checkm8 (A5-A11) and session activation (A12+).",C,980,254,17 stars today,tr4m0ryp; claude; Apocrypha12; Copilot
5,jqlang/jq,https://github.com/jqlang/jq,Command-line JSON processor,C,35657,2305,8 stars today,stedolan; nicowilliams; itchyny; dtolnay; github-actions
6,tmux/tmux,https://github.com/tmux/tmux,tmux source code,C,49415,2906,28 stars today,nicm; ThomasAdam; tcunha; actions-user; mathstuf
7,vladelaina/Catime,https://github.com/vladelaina/Catime,"💌A tiny (995KB) but mighty timer in **pure C** ! — almost no memory usage!❤️‍🔥 Supports clock, countdown, stopwatch, Pomodoro, and fully customizable tray animations (GIFs, CPU/Mem%) 💘 Don't be shy, join here🧸: https://discord.com/invite/W3tW2gtp6g",C,4838,202,9 stars today,vladelaina; haeob; mayjay-wei; xj-66; sakuraxy2004
8,greatscottgadgets/hackrf,https://github.com/greatscottgadgets/hackrf,low cost software radio platform,C,8121,1723,1 star today,mossmann; jboone; martinling; dominicgs; bvernoux
9,FWGS/xash3d-fwgs,https://github.com/FWGS/xash3d-fwgs,Xash3D FWGS engine,C,2795,484,2 stars today,a1batross; mittorn; SNMetamorph; nekonomicon; fgsfdsfgs
10,bryanthaboi/gen1recomp,https://github.com/bryanthaboi/gen1recomp,Gen1Recomp - A native Lua / LÖVE2D recreation of Gen 1 and 2 Poke,Lua,3722,325,12 stars today,bryanthaboi; cursoragent; andrewqsantos; github-actions; Nexhas28
11,oerg866/win98-quickinstall,https://github.com/oerg866/win98-quickinstall,A framework + installer to (very) quickly install Windows 98 on anything from a 486 up to a modern system,C,1732,59,1 star today,oerg866; einstein95; Deksor
12,TheAlgorithms/C,https://github.com/TheAlgorithms/C,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",C,22462,4774,9 stars today,kvedala; Panquesito7; danghai; alexpantyukhin; StepfenShawn
13,86Box/86Box,https://github.com/86Box/86Box,Emulator of x86-based machines.,C,4814,597,4 stars today,OBattler; richardg867; jriwanek; Cacodemon345; TC1995
14,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,150155,13789,65 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
15,PerformanC/ReZygisk,https://github.com/PerformanC/ReZygisk,Transparent implementation of Zygisk.,C,3963,369,7 stars today,ThePedroo; JingMatrix; RainyXeon; GuitarHeroStyles; TheSillyOk
