Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,DeusData/codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp,"High-performance code intelligence MCP server. Indexes codebases into a persistent knowledge graph — average repo in milliseconds. 158 languages, sub-ms queries, 99% fewer tokens. Single static binary, zero dependencies.",C,40408,3263,231 stars today,DeusData; shanemccarron-maker; claude; dependabot; mvanhorn
2,InterceptSuite/ProxyBridge,https://github.com/InterceptSuite/ProxyBridge,Proxifier Alternative to redirect any Windows/MacOS/Linux TCP and UDP traffic to HTTP/Socks5 proxy,C,6042,367,102 stars today,Anof-cyber; 1rhino2; claude; github-advanced-security
3,HarbourMasters/Shipwright,https://github.com/HarbourMasters/Shipwright,Pas de description,C,5288,816,9 stars today,briaguya0; serprex; Malkierian; Archez; garrettjoecox
4,coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,Lean's LEDE source,C,31582,19208,9 stars today,coolsnowwolf; aiamadeus; dangowrt; Beginner-Go; nbd168
5,opa334/Dopamine,https://github.com/opa334/Dopamine,Dopamine is a semi-untethered jailbreak for iOS 15 to 26(.0.1),C,6425,6246,18 stars today,opa334; tomt000; kok3shidoll; staturnzz; alfiecg24
6,dorianborian/sesame-robot,https://github.com/dorianborian/sesame-robot,An open and affordable mini quadruped robot based on ESP32.,C,4111,556,44 stars today,dorianborian; shariqnaiyer; one-for-all; vido89; maximeconnolly
7,libsdl-org/SDL,https://github.com/libsdl-org/SDL,Simple DirectMedia Layer,C,16402,2931,11 stars today,slouken; icculus; madebr; sezero; SDLWikiBot
8,tqbf/mdv,https://github.com/tqbf/mdv,Markdown Viewer,C,263,20,10 stars today,tqbf; claude; jvanderberg; darvell; joffreleroux
9,obsproject/obs-studio,https://github.com/obsproject/obs-studio,OBS Studio - Free and open source software for live streaming and screen recording,C,75399,9863,42 stars today,jp9000; jpark37; derrod; PatTheMav; RytoEX
10,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,148186,13646,62 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
11,espressif/esp-idf,https://github.com/espressif/esp-idf,Espressif IoT Development Framework. Official development framework for Espressif SoCs.,C,18863,8444,10 stars today,igrr; projectgus; jack0c; suda-morris; mahavirj
12,toniebox-reverse-engineering/teddycloud,https://github.com/toniebox-reverse-engineering/teddycloud,teddyCloud is an open source server replacement for the Boxine Cloud,C,1023,76,4 stars today,SciLor; g3gg0; dependabot; mrueg; m-sauer
13,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,36666,3492,18 stars today,kasper93; Dudemanguy; guidocella; haasn; pigoz
14,ventoy/Ventoy,https://github.com/ventoy/Ventoy,A new bootable USB solution.,C,78930,4904,22 stars today,ventoy; wiz64; VenusGirl; crasadure; AnomSanjaya
15,FRRouting/frr,https://github.com/FRRouting/frr,The FRRouting Protocol Suite,C,4266,1596,3 stars today,donaldsharp; ton31337; eqvinox; qlyoung; riw777
16,mit-pdos/xv6-riscv,https://github.com/mit-pdos/xv6-riscv,Xv6 for RISC-V,C,10254,4163,2 stars today,kaashoek; zeldovich; segfauIt; 4ge32; anishathalye
17,FWGS/xash3d-fwgs,https://github.com/FWGS/xash3d-fwgs,Xash3D FWGS engine,C,2737,463,2 stars today,a1batross; mittorn; SNMetamorph; nekonomicon; fgsfdsfgs
18,Mbed-TLS/mbedtls,https://github.com/Mbed-TLS/mbedtls,"An open source, portable, easy to use, readable and flexible TLS library, and reference implementation of the PSA Cryptography API. Releases are on a varying cadence, typically around 3 - 6 months between releases.",C,6908,2958,4 stars today,gilles-peskine-arm; mpg; ronald-cron-arm; valeriosetti; daverodgman
19,glfw/glfw,https://github.com/glfw/glfw,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input",C,15279,5922,4 stars today,elmindreda; linkmauve; dougbinks; adrianbroher; siavashserver
20,dayanch96/YTMusicUltimate,https://github.com/dayanch96/YTMusicUltimate,The best tweak for YouTube Music iOS.,C,2516,9711,6 stars today,dayanch96; ginsudev; mumuisdog; mustafacakirogludev; Deci8BelioS
21,microsoft/PowerToys,https://github.com/microsoft/PowerToys,Microsoft PowerToys is a collection of utilities that supercharge productivity and customization on Windows,C,138068,8500,78 stars today,crutkas; bao-qian; niels9001; qianlifeng; jaimecbernardo
