Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,cactus-compute/cactus,https://github.com/cactus-compute/cactus,Low-latency AI engine for mobile devices & wearables,C,4671,363,13 stars today,HenryNdubuaku; rshemet; devabhixda; jakmro; ncylich
2,DarkFlippers/unleashed-firmware,https://github.com/DarkFlippers/unleashed-firmware,Flipper Zero Unleashed Firmware,C,21422,1857,8 stars today,xMasterX; skotopes; hedger; gornekich; DrZlo13
3,Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,Display and control your Android device,C,138734,12923,54 stars today,rom1v; yume-chan; npes87184; brunoais; rootkea
4,acidanthera/OpenCorePkg,https://github.com/acidanthera/OpenCorePkg,OpenCore bootloader,C,14902,2251,6 stars today,vit9696; mhaeuser; Andrey1970AppleLife; mikebeaton; PMheart
5,mpv-player/mpv,https://github.com/mpv-player/mpv,🎥 Command line media player,C,34876,3288,15 stars today,kasper93; Dudemanguy; haasn; guidocella; pigoz
6,OpenVPN/openvpn,https://github.com/OpenVPN/openvpn,OpenVPN is an open source VPN daemon,C,13545,3288,10 stars today,schwabe; flichtenheld; cron2; syzzer; ordex
7,Limine-Bootloader/Limine,https://github.com/Limine-Bootloader/Limine,"Modern, advanced, portable, multiprotocol bootloader and boot manager.",C,3035,190,6 stars today,Mintsuki; qookei; Andy-Python-Programmer; dependabot; pitust
8,espeak-ng/espeak-ng,https://github.com/espeak-ng/espeak-ng,eSpeak NG is an open source speech synthesizer that supports more than hundred languages and accents.,C,6368,1216,4 stars today,rhdunn; valdisvi; jaacoppi; alex19EP; sthibaul
9,google/security-research,https://github.com/google/security-research,This project hosts security advisories and their accompanying proof-of-concepts related to research conducted at Google which impact non-Google owned code.,C,4419,529,2 stars today,koczkatamas; sirdarckcat; sroettger; artmetla; rcorrea35
10,Next-Flip/Momentum-Firmware,https://github.com/Next-Flip/Momentum-Firmware,"🐬 Feature-rich, stable and customizable Flipper Firmware",C,8365,503,6 stars today,WillyJL; xMasterX; skotopes; hedger; Astrrra
11,libretro/RetroArch,https://github.com/libretro/RetroArch,"Cross-platform, sophisticated frontend for the libretro API. Licensed GPLv3.",C,12987,2088,4 stars today,inactive123; Themaister; LibretroAdmin; andres-asm
12,fastfetch-cli/fastfetch,https://github.com/fastfetch-cli/fastfetch,"A maintained, feature-rich and performance oriented, neofetch like system information tool.",C,22081,745,28 stars today,CarterLi; LinusDierheimer; DarNCelsius; apocelipes; x-zvf
13,brunodev85/winlator,https://github.com/brunodev85/winlator,Android application for running Windows applications with Wine and Box86/Box64,C,17297,1370,18 stars today,brunodev85; kazimaruf991; Kashinathpat; hackcasual; lvonasek
14,palera1n/palera1n,https://github.com/palera1n/palera1n,"Jailbreak for A8 through A11, T2 devices, on iOS/iPadOS/tvOS 15.0, bridgeOS 5.0 and higher.",C,6155,747,6 stars today,asdfugil; CLARATION; itsnebulalol; junepark678
15,valkey-io/valkey,https://github.com/valkey-io/valkey,A flexible distributed key-value database that is optimized for caching and other realtime workloads.,C,25516,1101,11 stars today,antirez; oranagra; enjoy-binbin; pietern; madolson
16,iczelia/bzip3,https://github.com/iczelia/bzip3,A better and stronger spiritual successor to BZip2.,C,1182,57,13 stars today,iczelia; alerque; tansy; iwamatsu; ppisar
17,madler/zlib,https://github.com/madler/zlib,A massively spiffy yet delicately unobtrusive compression library.,C,6812,2743,1 star today,madler; nmoinvaz; Chi-Iroh; DimitriPapadopoulos; jrn
18,ventoy/Ventoy,https://github.com/ventoy/Ventoy,A new bootable USB solution.,C,75956,4752,25 stars today,ventoy; wiz64; VenusGirl; crasadure; AnomSanjaya
19,Immediate-Mode-UI/Nuklear,https://github.com/Immediate-Mode-UI/Nuklear,A single-header ANSI C immediate mode cross-platform GUI library,C,11064,673,5 stars today,vurtun; RobLoach; dumblob; rswinkle; riri
