Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,coder/coder,https://github.com/coder/coder,Secure environments for developers and their agents,Go,15665,1525,402 stars today,dependabot; kylecarbs; mafredri; johnstcn; Emyrk
2,asciimoo/hister,https://github.com/asciimoo/hister,Your own search engine,Go,5282,221,420 stars today,asciimoo; 4evy; dependabot; ISSOtm; Shadowbee27
3,Wei-Shaw/sub2api,https://github.com/Wei-Shaw/sub2api,Sub2API 一站式开源中转服务，让 Claude、Openai 、Gemini、Grok订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。,Go,42071,8961,83 stars today,Wei-Shaw; IanShaw027; touwaeriol; claude; wucm667
4,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Secure, fast, efficient, battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in multi-language ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,37736,2693,985 stars today,lizhengfeng101; wu21-web; chethanuk; stay-foolish-forever; claude
5,JuliusBrussee/caveman,https://github.com/JuliusBrussee/caveman,🪨 why use many token when few token do trick. Viral skill + proxy for coding agents that cuts 65% of tokens by talking like a caveman.,Go,106803,6178,220 stars today,JuliusBrussee; claude; github-actions; hunleyd; AmirF194
6,agent-substrate/substrate,https://github.com/agent-substrate/substrate,Agent Substrate: the core system,Go,1981,333,12 stars today,BenTheElder; HavenXia; juli4n; thockin; zoez7
7,Tencent/WeKnora,https://github.com/Tencent/WeKnora,"Open-source LLM knowledge platform: turn raw documents into a queryable RAG, an autonomous reasoning agent, and a self-maintaining Wiki.",Go,27558,3710,478 stars today,lyingbug; voidkey; begoniezhao; claude; dependabot
8,danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,Fabric is an open-source framework for augmenting humans using AI. It provides a modular system for solving specific problems using a crowdsourced set of AI prompts that can be used anywhere.,Go,44009,4270,21 stars today,danielmiessler; ksylvan; github-actions; eugeis; xssdoctor
9,cilium/cilium,https://github.com/cilium/cilium,"eBPF-based Networking, Security, and Observability",Go,25360,4082,11 stars today,aanm; tgraf; joestringer; tklauser; jrajahalme
10,docker/compose,https://github.com/docker/compose,Define and run multi-container applications with Docker,Go,38195,5825,17 stars today,ndeloof; glours; gtardif; dependabot; rumpl
11,karmada-io/karmada,https://github.com/karmada-io/karmada,"Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration",Go,5677,1201,11 stars today,karmada-bot; RainbowMango; XiShanYongYe-Chang; zhzhuang-zju; Garrybest
12,weave-os/router,https://github.com/weave-os/router,Model router for agentic systems. Routes every prompt to the right model in <50ms. Cut costs 40-70% with just an endpoint change.,Go,4515,125,56 stars today,steventohme; claude; devin-ai-integration; aminsamir45; a-churchill
13,cloudflare/cloudflared,https://github.com/cloudflare/cloudflared,Cloudflare Tunnel client,Go,15771,1449,53 stars today,chungthuang; DevinCarr; adamchalmers; sudarshan-reddy; ipostelnik
14,junegunn/fzf,https://github.com/junegunn/fzf,🌸 A command-line fuzzy finder,Go,83141,3224,34 stars today,junegunn; dependabot; bitraid; LangLangBart; janlazo
15,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,29387,1687,34 stars today,mlsmaycon; pascal-fischer; lixmal; braginini; pappz
16,openai/tunnel-client,https://github.com/openai/tunnel-client,"Customer-run client for Secure MCP Tunnel: connect private or localhost MCP servers to ChatGPT, Codex, the Responses API, and AgentKit without exposing them to the public internet.",Go,437,87,10 stars today,hintz-openai; denyska-oai
17,anchore/syft,https://github.com/anchore/syft,CLI tool and library for generating a Software Bill of Materials from container images and filesystems,Go,9588,963,8 stars today,wagoodman; dependabot; spiffcs; anchore-actions-token-generator; kzantow
18,multica-ai/multica,https://github.com/multica-ai/multica,Make humans and AI agents work as one team — open-source and self-hostable.,Go,50660,6557,99 stars today,multica-agent; claude; Bohan-J; forrestchang; NevilleQingNY
19,looplj/axonhub,https://github.com/looplj/axonhub,"⚡️ Open-source AI Gateway — Use any SDK to call 100+ LLMs. Built-in failover, load balancing, cost control & end-to-end tracing.",Go,5262,702,10 stars today,looplj; github-actions; djdembeck; sisyphus-dev-ai; llc1123
20,charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,A powerful little TUI framework 🏗,Go,45037,1713,17 stars today,aymanbagabas; meowgorithm; muesli; dependabot; caarlos0
21,grafana/gcx,https://github.com/grafana/gcx,A CLI for managing Grafana and Grafana Cloud resources. Optimized for agentic usage.,Go,707,52,23 stars today,claude; wardbekker; radiohead; dafydd-t; K-Phoen
