Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,melgarafael/DeskcommCRM,https://github.com/melgarafael/DeskcommCRM,"Open-source AI sales OS — self-hosted CRM with native AI agents + WhatsApp (WAHA). Open alternative to Kommo, Octadesk & Intercom for any business that sells by chat. MCP-ready, multi-tenant, LGPD.",TypeScript,1847,557,504 stars today,melgarafael; claude; jmpo; JowaniOrantes; rafaelmelgaco
2,nab138/iloader,https://github.com/nab138/iloader,User friendly sideloader,TypeScript,3104,213,209 stars today,nab138; okinaau; baocreata; se2crid; CelloSerenity
3,alsk1992/CloddsBot,https://github.com/alsk1992/CloddsBot,"Open Source AI trading agent that operates autonomously across 1000+ markets - Polymarket, Kalshi, Binance, Hyperliquid, Solana DEXs, 5 EVM chains. Scans for edge, executes instantly, manages risk while you sleep. Agent commerce protocol for machine-to-machine payments. Self-hosted. Built on Claude.",TypeScript,2533,312,376 stars today,alsk1992; claude; dependabot; dajiaohuang; nox-oss
4,nashsu/llm_wiki,https://github.com/nashsu/llm_wiki,"LLM Wiki is a cross-platform desktop application that turns your documents into an organized, interlinked knowledge base — automatically. Instead of traditional RAG (retrieve-and-answer from scratch every time), the LLM incrementally builds and maintains a persistent wiki from your sources。",TypeScript,19148,2169,485 stars today,nashsu; claude; skfan135; AndrewDongminYoo; chuenchen309
5,vastsa/PI-Desktop,https://github.com/vastsa/PI-Desktop,Local-first AI coding agent desktop: Electron + Rust host core + pi Agent Harness + user-installable plugins,TypeScript,3121,238,346 stars today,vastsa; claude; yg2224; Tioit-Wang; muzimu217
6,vercel-labs/skills,https://github.com/vercel-labs/skills,The open agent skills tool - npx skills,TypeScript,31494,2688,73 stars today,quuu; github-actions; huozhi; jonathanhefner; claude
7,pascalorg/editor,https://github.com/pascalorg/editor,"Open-source 3D architectural editor with a local CLI, MCP tools, and practical workflows for humans and AI agents.",TypeScript,23848,2959,442 stars today,wass08; Aymericr; claude; sudhir9297; open-pascal
8,BuilderIO/agent-native,https://github.com/BuilderIO/agent-native,A framework for building agentic apps,TypeScript,4744,447,18 stars today,steve8708; builder-io-integration; github-actions; builderio-bot; 3mdistal
9,angular/angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,100996,27453,9 stars today,gkalpak; petebacondarwin; angular-robot; devversion; crisbeto
10,wechaty/wechaty,https://github.com/wechaty/wechaty,Conversational RPA SDK for Chatbot Makers. Join our Discord: https://discord.gg/7q8NBZbQzt,TypeScript,23170,2864,46 stars today,huan; greenkeeper; lijiarui; su-chang; windmemory
11,stablyai/orca,https://github.com/stablyai/orca,"Orca is the ADE for working with a fleet of parallel agents. Run any coding agent with your own subscription. Available on desktop, mobile and remote runtime.",TypeScript,67366,4413,620 stars today,nwparker; AmethystLiang; orca-ide; brennanb2025; Jinwoo-H
12,wonderwhy-er/DesktopCommanderMCP,https://github.com/wonderwhy-er/DesktopCommanderMCP,"This is MCP server for Claude that gives it terminal control, file system search and diff file editing capabilities",TypeScript,9558,1170,18 stars today,wonderwhy-er; serg33v; edgarsskore; claude; dmitry-ottic-ai
