Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,majd/ipatool,https://github.com/majd/ipatool,"Command-line tool that allows searching and downloading app packages (known as ipa files) for iOS, iPadOS, tvOS, and visionOS from the App Store.",Go,10597,897,373 stars today,majd; dependabot; ViRb3; tux-mind; testwill
2,kunchenguid/no-mistakes,https://github.com/kunchenguid/no-mistakes,git push no-mistakes,Go,8209,832,236 stars today,kunchenguid; github-actions; e-jung; khaira777; claude
3,tailscale/tailscale,https://github.com/tailscale/tailscale,"The easiest, most secure way to use WireGuard and 2FA.",Go,35909,3146,70 stars today,bradfitz; danderson; josharian; raggi; andrew-d
4,kenn-io/agentsview,https://github.com/kenn-io/agentsview,"Local-first session search, analytics, insights, and token use statistics for coding agents, supporting Claude Code, Codex, and more than 20 other agents.",Go,5688,647,47 stars today,wesm; claude; mariusvniekerk; rodboev; mjacobs
5,workweave/router,https://github.com/workweave/router,Model router for agentic systems. Routes every prompt to the right model in <50ms. Cut costs 40-70% with just an endpoint change.,Go,3371,92,246 stars today,steventohme; claude; aminsamir45; devin-ai-integration; a-churchill
6,SagerNet/sing-box,https://github.com/SagerNet/sing-box,The universal proxy platform,Go,37464,4506,59 stars today,nekohasekai; macronut; flyzstu; NagaseMinato; renovate
7,tailscale/tailcat,https://github.com/tailscale/tailcat,"like netcat, but over Tailscale's data plane, without Tailscale's control plane",Go,4981,168,526 stars today,bradfitz; danderson; andrew-d; raggi; jwhited
8,juanfont/headscale,https://github.com/juanfont/headscale,"An open source, self-hosted implementation of the Tailscale control server",Go,43395,2547,43 stars today,kradalby; juanfont; nblock; restanrm
9,masterking32/MasterDnsVPN,https://github.com/masterking32/MasterDnsVPN,"Advanced DNS tunneling VPN for censorship bypass, optimized beyond DNSTT and SlipStream with low-overhead ARQ, resolver load balancing, high packet-loss stability and speed.",Go,6946,806,6 stars today,masterking32; abolix; PentSec; MahdiMirzadeh; typerhack
10,yorukot/superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,23020,854,22 stars today,yorukot; lazysegtree; renovate; nonepork; AnshumanNeon
11,sundowndev/phoneinfoga,https://github.com/sundowndev/phoneinfoga,Information gathering framework for phone numbers,Go,17731,5725,14 stars today,sundowndev; renovate-bot; dependabot; RomainMaillot; d4rkc0nd0r
12,Xpl0itU/WiiUDownloader,https://github.com/Xpl0itU/WiiUDownloader,"Cross-platform Wii U NUS downloader for Windows, macOS & Linux. No title keys needed. Alternative to Wii U USB Helper.",Go,2066,67,3 stars today,Xpl0itU; Y4niv; downloadpizza; jayhines91
13,hoaxisr/awg-manager,https://github.com/hoaxisr/awg-manager,AmneziaWG tunnel manager with web interface for Keenetic routers,Go,567,39,8 stars today,hoaxisr; DevRedOWL; claude; iqubik; miuirussia
14,Billionmail/BillionMail,https://github.com/Billionmail/BillionMail,"BillionMail gives you open-source MailServer, NewsLetter, Email Marketing — fully self-hosted, dev-friendly, and free from monthly fees. Join the discord: https://discord.gg/asfXzBUhZr",Go,15510,1688,9 stars today,lotkmm; aaPanel; dreambladeflag; xiemoumou; claude
15,TecharoHQ/anubis,https://github.com/TecharoHQ/anubis,Weighs the soul of incoming HTTP requests to stop AI crawlers,Go,21985,699,107 stars today,Xe; JasonLovesDoggo; dependabot; SlyEcho; lotharsm
16,sipeed/picoclaw,https://github.com/sipeed/picoclaw,"Tiny, Fast, and Deployable anywhere — automate the mundane, unleash your creativity",Go,29920,4462,8 stars today,afjcjsbx; alexhoshina; claude; dependabot; lxowalle
17,opencode-ai/opencode,https://github.com/opencode-ai/opencode,A powerful AI coding agent. Built for the terminal.,Go,13713,1819,7 stars today,kujtimiihoxha; ezynda3; rekram1-node; AvicennaJr; garrettladley
