Rank,Name,URL,Description,Language,Stars,Forks,Stars Today,Contributors
1,alibaba/open-code-review,https://github.com/alibaba/open-code-review,"Open-source & free — Battle-tested at Alibaba's scale. Hybrid architecture code review tool: deterministic pipelines + LLM Agent, precise line-level comments, built-in fine-tuned ruleset (NPE, thread-safety, XSS, SQL injection), OpenAI & Anthropic compatible.",Go,16067,1083,359 stars today,lizhengfeng101; chethanuk; stay-foolish-forever; claude; MuoDoo
2,benbjohnson/litestream,https://github.com/benbjohnson/litestream,Streaming replication for SQLite.,Go,14143,382,30 stars today,benbjohnson; corylanou; claude; hifi; dependabot
3,rorkai/App-Store-Connect-CLI,https://github.com/rorkai/App-Store-Connect-CLI,"Fast, scriptable CLI for the App Store Connect API. Automate TestFlight, builds, submissions, signing, analytics, screenshots, subscriptions, and more. JSON-first, no interactive prompts",Go,5341,468,29 stars today,rudrankriyam; cursoragent; mithileshchellappan; Abdo-codes; claude
4,getarcaneapp/arcane,https://github.com/getarcaneapp/arcane,"Modern Docker Management, Designed for Everyone",Go,6769,265,83 stars today,kmendell; dependabot; getarcaneappbot; cabaucom376; GiulioSavini
5,oauth2-proxy/oauth2-proxy,https://github.com/oauth2-proxy/oauth2-proxy,"A reverse proxy that provides authentication with Google, Azure, OpenID Connect and many more identity providers.",Go,14773,2164,11 stars today,JoelSpeed; tuunit; jehiah; renovate; mbland
6,gastownhall/gastown,https://github.com/gastownhall/gastown,Gas Town - multi-agent workspace manager,Go,17339,1595,26 stars today,steveyegge; claude; julianknutsen; Thalia-geraghty; seanbearden
7,Project-HAMi/HAMi,https://github.com/Project-HAMi/HAMi,Heterogeneous GPU Sharing on Kubernetes,Go,4116,672,18 stars today,archlitchi; dependabot; lengrongfu; wawa0210; Shouren
8,netbirdio/netbird,https://github.com/netbirdio/netbird,"Connect your devices into a secure WireGuard®-based overlay network with SSO, MFA and granular access controls.",Go,27882,1554,55 stars today,mlsmaycon; pascal-fischer; lixmal; braginini; pappz
9,certimate-go/certimate,https://github.com/certimate-go/certimate,"An open-source and free self-hosted SSL certificates ACME tool, automates the full-cycle of issuance, deployment, renewal, and monitoring visually. 完全开源免费的自托管 SSL 证书 ACME 工具，申请、部署、续期、监控全流程自动化可视化，支持各大主流云厂商。",Go,8966,867,83 stars today,fudiwei; usual2970; LeoChen98; Netrvin; PBK-B
10,ollama/ollama,https://github.com/ollama/ollama,"Get up and running with Kimi-K2.6, GLM-5.2, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.",Go,177248,17177,111 stars today,mxyng; jmorganca; dhiltgen; BruceMacD; jessegross
11,higress-group/higress,https://github.com/higress-group/higress,🤖 AI Gateway | AI Native API Gateway,Go,8967,1204,4 stars today,johnlanni; CH3CHO; rinfx; Jing-ze; Xunzhuo
12,go-gitea/gitea,https://github.com/go-gitea/gitea,"Git with a cup of tea! Painless self-hosted all-in-one software development service, including Git hosting, code review, team collaboration, package registry and CI/CD",Go,57114,6951,24 stars today,lunny; unknwon; wxiaoguang; GiteaBot; silverwind
13,kagent-dev/kagent,https://github.com/kagent-dev/kagent,Cloud Native Agentic AI | Discord: https://bit.ly/kagentdiscord,Go,3417,683,12 stars today,EItanya; peterj; dependabot; ilackarms; supreme-gg-gg
14,heroiclabs/nakama,https://github.com/heroiclabs/nakama,"Scalable open-source game backend server: multiplayer, matchmaking, leaderboards, chat, and social features for games.",Go,13005,1451,17 stars today,zyro; novabyte; sesposito; mofirouz; ftkg
15,yorukot/superfile,https://github.com/yorukot/superfile,Pretty fancy and modern terminal file manager,Go,21852,721,548 stars today,yorukot; lazysegtree; renovate; nonepork; AnshumanNeon
16,gtsteffaniak/filebrowser,https://github.com/gtsteffaniak/filebrowser,📂 Web File Browser,Go,7569,396,20 stars today,gtsteffaniak; Kurami32; Stephan-P; dependabot; pyroch
17,seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,"SeaweedFS is a distributed storage system for object storage (S3), file systems, and Iceberg tables, designed to handle billions of files with O(1) disk access and effortless horizontal scaling.",Go,33794,2928,28 stars today,chrislusf; dependabot; kmlebedev; chrisluuber; gemini-code-assist
18,kunchenguid/treehouse,https://github.com/kunchenguid/treehouse,Manage worktrees without managing worktrees.,Go,1158,120,47 stars today,kunchenguid; github-actions; Tsha0; ampagent
19,modelcontextprotocol/registry,https://github.com/modelcontextprotocol/registry,A community driven registry service for Model Context Protocol (MCP) servers.,Go,7090,920,7 stars today,rdimitrov; domdomegg; dependabot; sridharavinash; claude
20,e2b-dev/infra,https://github.com/e2b-dev/infra,Infrastructure that's powering E2B Cloud.,Go,1284,374,3 stars today,ValentaTomas; jakubno; dobrac; mlejva; djeebus
21,xpzouying/xiaohongshu-mcp,https://github.com/xpzouying/xiaohongshu-mcp,MCP for xiaohongshu.com,Go,14965,2203,48 stars today,xpzouying; claude; allcontributors; tanxxjun321; Angiin
22,nats-io/nats-server,https://github.com/nats-io/nats-server,"High-Performance server for NATS.io, the cloud and edge native messaging system.",Go,20355,1887,9 stars today,derekcollison; kozlovic; neilalexander; MauriceVanVeen; matthiashanel
